transcript_id,SRR21831518,SRR21831519,SRR21831520,SRR21837144,SRR21837145,SRR21837146
TrSC58v2_2549.t1.e1,0,7,16,28,3,27
TrSC58v2_2553.t1,0,0,1,1,5,28
TrSC58v2_2553.t1.e1,0,0,7,14,6,30
TrSC58v2_2557.t1,0,5,8,19,8,36
TrSC58v2_2557.t1.e1,0,6,10,21,10,38
TrSC58v2_2563.t1,0,0,0,2,4,6
TrSC58v2_2563.t1.e1,0,4,9,3,4,7
TrSC58v2_2570.t1,0,0,1,2,3,17
TrSC58v2_2570.t1.e1,0,0,7,6,3,19
TrSC58v2_2573.t1,0,0,1,3,0,10
TrSC58v2_2573.t1.e1,0,3,1,25,0,11
TrSC58v2_2575.t1,0,1,1,4,0,0
TrSC58v2_2575.t1.e1,0,11,4,4,0,4
TrSC58v2_2576.t1,0,0,1,3,0,13
TrSC58v2_2576.t1.e1,0,0,6,4,0,14
TrSC58v2_2584.t1,0,0,0,7,5,23
TrSC58v2_2584.t1.e1,0,0,0,9,6,26
TrSC58v2_2585.t1,0,3,0,5,0,16
TrSC58v2_2585.t1.e1,0,6,8,5,8,17
MSTRG.2518.1,0,8,8,22,10,82
TrSC58v2_2588.t1,0,0,3,2,0,6
TrSC58v2_2588.t1.e1,0,0,3,15,4,26
TrSC58v2_2591.t1,0,1,0,6,1,14
TrSC58v2_2591.t1.e1,0,1,10,7,11,15
TrSC58v2_2592.t1,0,0,5,0,5,2
TrSC58v2_2592.t1.e1,0,0,5,14,7,24
TrSC58v2_2594.t1,0,6,0,2,2,37
TrSC58v2_2594.t1.e1,0,7,4,18,22,42
TrSC58v2_2595.t1,0,1,0,0,5,3
TrSC58v2_2595.t1.e1,0,1,12,4,6,29
TrSC58v2_2596.t1,0,4,4,12,11,42
TrSC58v2_2596.t1.e1,0,5,6,16,13,50
TrSC58v2_2597.t1,0,0,5,1,2,33
TrSC58v2_2597.t1.e1,0,0,5,15,11,37
TrSC58v2_2601.t1,0,1,1,0,1,11
TrSC58v2_2601.t1.e1,0,2,3,0,2,12
MSTRG.2539.1,0,5,0,6,14,65
TrSC58v2_2615.t1,0,0,1,1,0,7
TrSC58v2_2615.t1.e1,0,7,6,1,0,8
TrSC58v2_2618.t1,0,0,22,10,1,51
TrSC58v2_2618.t1.e1,0,6,26,11,18,61
TrSC58v2_2619.t1,0,0,0,1,0,1
TrSC58v2_2619.t1.e1,0,8,0,1,0,3
TrSC58v2_2621.t1,0,0,0,0,0,8
TrSC58v2_2621.t1.e1,0,0,0,0,0,8
TrSC58v2_2622.t1,0,5,12,23,12,50
TrSC58v2_2622.t1.e1,0,7,15,33,13,71
TrSC58v2_2623.t1,0,1,0,0,0,1
TrSC58v2_2623.t1.e1,0,7,0,8,0,29
TrSC58v2_2631.t1,0,0,6,0,3,19
TrSC58v2_2631.t1.e1,0,0,7,18,4,21
TrSC58v2_2633.t1,0,5,6,3,4,24
TrSC58v2_2633.t1.e1,0,7,7,4,5,28
TrSC58v2_2641.t1,0,1,11,12,0,33
TrSC58v2_2641.t1.e1,0,2,13,18,7,44
TrSC58v2_2642.t1,0,0,1,1,1,1
TrSC58v2_2642.t1.e1,0,0,2,2,3,11
TrSC58v2_2643.t1,0,0,14,7,5,39
TrSC58v2_2643.t1.e1,0,3,16,8,6,44
TrSC58v2_2645.t1,0,0,0,0,1,3
TrSC58v2_2645.t1.e1,0,0,4,2,6,15
TrSC58v2_2646.t1,0,0,5,9,1,12
TrSC58v2_2646.t1.e1,0,0,7,10,1,14
TrSC58v2_2647.t1,0,0,2,5,0,3
TrSC58v2_2647.t1.e1,0,5,2,6,4,39
TrSC58v2_2651.t1,0,0,0,4,1,19
TrSC58v2_2651.t1.e1,0,3,0,6,3,21
TrSC58v2_2655.t1,0,0,8,9,6,54
TrSC58v2_2655.t1.e1,0,0,10,9,7,2
TrSC58v2_2663.t1,0,0,0,2,3,15
TrSC58v2_2663.t1.e1,0,5,0,10,3,17
TrSC58v2_2668.t1,0,1,0,1,1,9
TrSC58v2_2668.t1.e1,0,1,5,2,2,11
TrSC58v2_2670.t1,0,0,5,0,0,10
TrSC58v2_2670.t1.e1,0,10,7,4,7,12
TrSC58v2_2676.t1,0,9,1,25,17,47
TrSC58v2_2676.t1.e1,0,12,2,27,21,54
TrSC58v2_2679.t1,0,0,0,0,0,2
TrSC58v2_2679.t1.e1,0,0,0,0,0,6
TrSC58v2_2686.t1,0,7,8,3,0,6
TrSC58v2_2686.t1.e1,0,10,9,25,0,7
MSTRG.2627.2,0,0,0,12,0,37
TrSC58v2_2691.t1,0,0,0,0,1,2
TrSC58v2_2691.t1.e1,0,3,0,4,9,31
TrSC58v2_2696.t1,0,0,0,0,3,3
TrSC58v2_2696.t1.e1,0,0,0,0,4,4
TrSC58v2_2697.t1,0,0,4,3,0,22
TrSC58v2_2697.t1.e1,0,4,6,4,4,28
TrSC58v2_2703.t1,0,0,0,0,6,20
TrSC58v2_2703.t1.e1,0,0,4,4,7,22
TrSC58v2_2705.t1,0,0,0,0,0,9
TrSC58v2_2705.t1.e1,0,5,0,0,3,11
MSTRG.2641.1,0,10,19,6,3,74
TrSC58v2_2710.t1,0,1,0,8,1,0
TrSC58v2_2710.t1.e1,0,4,0,9,19,31
TrSC58v2_2713.t1,0,0,1,0,0,1
TrSC58v2_2713.t1.e1,0,1,1,0,0,1
TrSC58v2_2714.t1,0,0,1,0,0,1
TrSC58v2_2714.t1.e1,0,1,1,0,0,1
TrSC58v2_2715.t1,0,0,1,0,0,1
TrSC58v2_2715.t1.e1,0,1,1,0,0,1
TrSC58v2_2716.t1,0,0,1,0,0,1
TrSC58v2_2716.t1.e1,0,1,1,0,0,1
TrSC58v2_2717.t1,0,0,1,0,0,4
TrSC58v2_2717.t1.e1,0,1,1,0,0,4
TrSC58v2_2719.t1,0,0,0,1,1,0
TrSC58v2_2719.t1.e1,0,0,9,4,3,28
TrSC58v2_2417.t1,0,0,11,8,0,31
TrSC58v2_2417.t1.e1,9,0,13,10,18,38
TrSC58v2_2421.t1,5,5,1,1,10,46
TrSC58v2_2421.t1.e1,6,6,13,23,11,38
TrSC58v2_2422.t1,4,5,9,15,9,34
TrSC58v2_2422.t1.e1,4,6,11,17,11,40
TrSC58v2_2423.t1,4,7,1,9,12,40
TrSC58v2_2423.t1.e1,6,10,15,11,14,34
TrSC58v2_2424.t1,4,5,9,15,9,34
TrSC58v2_2424.t1.e1,5,5,11,16,11,39
TrSC58v2_2425.t1,2,6,5,6,7,20
TrSC58v2_2425.t1.e1,2,7,7,8,8,24
TrSC58v2_2426.t1,4,4,9,15,9,34
TrSC58v2_2426.t1.e1,5,5,10,16,11,38
TrSC58v2_2428.t1,0,8,0,2,1,32
TrSC58v2_2428.t1.e1,7,9,11,43,25,38
TrSC58v2_2429.t1,0,0,1,13,0,18
TrSC58v2_2429.t1.e1,8,3,9,15,10,21
TrSC58v2_2431.t1,2,2,1,4,2,23
TrSC58v2_2431.t1.e1,3,3,21,23,20,28
TrSC58v2_2432.t1,4,15,26,28,37,69
TrSC58v2_2432.t1.e1,5,16,29,32,36,80
TrSC58v2_2433.t1,5,3,3,6,0,24
TrSC58v2_2433.t1.e1,6,4,5,7,7,28
TrSC58v2_2434.t1,0,0,0,0,1,2
TrSC58v2_2434.t1.e1,3,0,7,0,2,28
TrSC58v2_2437.t1,0,0,0,0,0,4
TrSC58v2_2437.t1.e1,3,0,0,0,7,17
TrSC58v2_2438.t1,4,0,7,5,21,32
TrSC58v2_2438.t1.e1,4,0,9,5,23,38
TrSC58v2_2439.t1,7,1,7,6,0,11
TrSC58v2_2439.t1.e1,8,3,7,7,17,12
TrSC58v2_2440.t1,0,3,14,9,2,28
TrSC58v2_2440.t1.e1,4,4,20,14,17,30
TrSC58v2_2441.t1,0,0,1,2,2,7
TrSC58v2_2441.t1.e1,9,0,3,3,2,8
TrSC58v2_2442.t1,4,4,4,6,3,21
TrSC58v2_2442.t1.e1,5,6,5,10,4,26
TrSC58v2_2443.t1,1,2,3,5,3,12
TrSC58v2_2443.t1.e1,1,2,4,10,4,15
MSTRG.2376.1,3,4,20,34,17,64
TrSC58v2_2444.t1,1,1,3,9,3,15
TrSC58v2_2444.t1.e1,1,3,4,6,4,12
TrSC58v2_2445.t1,1,1,1,2,1,3
TrSC58v2_2445.t1.e1,1,2,1,2,1,2
TrSC58v2_2446.t1,0,0,5,15,13,38
TrSC58v2_2446.t1.e1,3,3,5,16,14,42
TrSC58v2_2447.t1,0,0,2,1,1,11
TrSC58v2_2447.t1.e1,4,4,6,1,2,12
TrSC58v2_2448.t1,0,0,8,11,21,35
TrSC58v2_2448.t1.e1,5,3,12,12,4,39
TrSC58v2_2449.t1,1,3,2,9,1,1
TrSC58v2_2449.t1.e1,14,4,7,11,7,22
TrSC58v2_2450.t1,3,0,1,5,0,18
TrSC58v2_2450.t1.e1,11,0,1,5,0,20
TrSC58v2_2451.t1,1,1,2,4,9,30
TrSC58v2_2451.t1.e1,2,2,11,5,11,33
TrSC58v2_2453.t1,7,0,8,9,11,11
TrSC58v2_2453.t1.e1,8,8,10,11,12,15
TrSC58v2_2454.t1,5,1,0,0,3,15
TrSC58v2_2454.t1.e1,6,1,4,19,5,21
TrSC58v2_2455.t1,0,0,6,3,3,20
TrSC58v2_2455.t1.e1,3,0,6,17,17,23
TrSC58v2_2456.t1,2,0,0,3,0,7
TrSC58v2_2456.t1.e1,3,0,6,17,15,9
TrSC58v2_2457.t1,3,0,4,17,0,49
TrSC58v2_2457.t1.e1,4,4,5,21,17,52
TrSC58v2_2458.t1,2,4,1,25,24,73
TrSC58v2_2458.t1.e1,19,5,56,27,30,80
TrSC58v2_2459.t1,0,0,10,4,3,26
TrSC58v2_2459.t1.e1,4,8,14,5,4,33
TrSC58v2_2461.t1,0,1,1,0,0,8
TrSC58v2_2461.t1.e1,3,3,1,0,0,9
TrSC58v2_2462.t1,7,6,9,14,12,34
TrSC58v2_2462.t1.e1,7,6,10,1,13,39
TrSC58v2_2463.t1,0,0,0,4,2,11
TrSC58v2_2463.t1.e1,4,0,4,6,14,12
TrSC58v2_2465.t1,2,0,0,0,4,13
TrSC58v2_2465.t1.e1,7,4,4,12,4,21
TrSC58v2_2469.t1.e1,8,8,18,18,7,46
TrSC58v2_2469.t1,6,7,13,15,5,39
TrSC58v2_2474.t1.e1,1,1,3,3,5,10
TrSC58v2_2474.t1,1,1,0,2,0,7
TrSC58v2_2475.t1.e1,1,1,3,4,5,10
TrSC58v2_2475.t1,1,1,0,0,0,7
TrSC58v2_2476.t1.e1,1,1,3,3,5,10
TrSC58v2_2476.t1,1,1,0,2,0,7
TrSC58v2_2477.t1.e1,1,1,3,3,5,10
TrSC58v2_2477.t1,1,1,0,2,0,7
TrSC58v2_2478.t1.e1,1,1,3,3,5,10
TrSC58v2_2478.t1,1,1,0,2,0,7
TrSC58v2_2479.t1.e1,1,1,3,4,5,10
TrSC58v2_2479.t1,1,1,0,0,0,7
TrSC58v2_2480.t1.e1,1,1,2,3,2,8
TrSC58v2_2480.t1,1,1,1,3,2,5
TrSC58v2_2481.t1.e1,23,26,70,81,56,30
TrSC58v2_2481.t1,13,20,55,53,35,421
TrSC58v2_2482.t1.e1,5,0,11,14,2,21
TrSC58v2_2482.t1,0,0,10,12,2,19
TrSC58v2_2483.t1.e1,29,23,61,77,49,238
TrSC58v2_2483.t1,20,17,50,68,42,206
TrSC58v2_2484.t1.e1,4,14,5,9,4,77
TrSC58v2_2484.t1,3,1,4,8,3,3
TrSC58v2_2485.t1.e1,11,8,41,24,9,108
TrSC58v2_2485.t1,0,2,0,20,6,2
TrSC58v2_2486.t1.e1,7,4,4,3,11,69
TrSC58v2_2486.t1,0,0,0,2,2,8
TrSC58v2_2488.t1.e1,13,4,15,19,15,50
TrSC58v2_2488.t1,9,0,15,15,12,42
TrSC58v2_2489.t1.e1,4,7,0,5,8,12
TrSC58v2_2489.t1,1,1,0,4,2,10
TrSC58v2_2490.t1.e1,9,8,12,21,19,37
TrSC58v2_2490.t1,6,5,11,18,0,32
TrSC58v2_2491.t1.e1,7,7,18,39,29,111
TrSC58v2_2491.t1,5,5,17,32,19,27
TrSC58v2_2492.t1.e1,4,0,11,8,2,37
TrSC58v2_2492.t1,0,0,9,0,0,0
TrSC58v2_2493.t1.e1,4,4,14,24,15,59
TrSC58v2_2493.t1,3,1,12,21,7,55
TrSC58v2_2494.t1.e1,3,0,4,11,3,29
TrSC58v2_2494.t1,0,0,1,2,3,27
TrSC58v2_2495.t1.e1,5,7,25,51,19,42
TrSC58v2_2495.t1,5,0,23,3,15,39
TrSC58v2_2496.t1.e1,12,12,3,16,6,59
TrSC58v2_2496.t1,9,0,0,13,5,4
TrSC58v2_2498.t1.e1,8,4,12,33,5,36
TrSC58v2_2498.t1,6,0,10,0,0,32
TrSC58v2_2500.t1.e1,2,6,11,18,6,82
TrSC58v2_2500.t1,2,5,10,14,5,3
TrSC58v2_2501.t1.e1,9,7,16,12,11,66
TrSC58v2_2501.t1,8,6,13,9,8,57
TrSC58v2_2502.t1.e1,4,5,14,34,14,81
TrSC58v2_2502.t1,4,5,14,31,13,76
TrSC58v2_2503.t1.e1,9,10,9,6,15,50
TrSC58v2_2503.t1,0,1,0,5,0,0
TrSC58v2_2504.t1.e1,2,4,9,18,15,57
TrSC58v2_2504.t1,1,1,8,16,13,51
TrSC58v2_2505.t1.e1,6,15,15,23,23,100
TrSC58v2_2505.t1,1,13,14,19,18,86
TrSC58v2_2506.t1.e1,4,6,12,12,10,60
TrSC58v2_2506.t1,0,4,11,9,9,55
TrSC58v2_2507.t1.e1,8,13,44,106,43,198
TrSC58v2_2507.t1,7,12,41,85,39,168
TrSC58v2_2509.t1.e1,5,15,17,15,26,80
TrSC58v2_2509.t1,1,14,2,14,23,75
TrSC58v2_2510.t1.e1,19,15,13,8,12,13
TrSC58v2_2510.t1,2,1,1,8,1,12
TrSC58v2_2512.t1.e1,8,8,0,19,8,60
TrSC58v2_2512.t1,5,6,0,17,5,51
TrSC58v2_2513.t1.e1,5,16,18,20,16,65
TrSC58v2_2513.t1,4,1,3,1,5,58
MSTRG.2445.1,122,107,266,425,259,1266
TrSC58v2_2514.t1.e1,66,74,202,276,61,281
TrSC58v2_2514.t1,1,1,2,11,1,1
MSTRG.2446.2,4,0,0,23,0,483
MSTRG.2443.1,15,15,12,28,35,101
MSTRG.2444.1,7,25,4,20,12,51
TrSC58v2_2515.t1.e1,8,30,43,99,46,209
TrSC58v2_2515.t1,7,29,39,87,39,163
TrSC58v2_2516.t1.e1,7,0,16,21,16,52
TrSC58v2_2516.t1,7,0,5,19,2,49
TrSC58v2_2518.t1.e1,6,15,13,33,14,69
TrSC58v2_2518.t1,5,0,10,27,11,55
TrSC58v2_2519.t1.e1,7,16,26,59,13,118
TrSC58v2_2519.t1,6,13,25,40,11,101
TrSC58v2_2520.t1.e1,7,7,18,26,10,57
TrSC58v2_2520.t1,1,1,15,4,8,44
TrSC58v2_2521.t1.e1,8,9,9,9,11,36
TrSC58v2_2521.t1,2,8,7,8,9,32
TrSC58v2_2522.t1,1,0,1,1,0,14
TrSC58v2_2522.t1.e1,1,3,1,1,2,16
TrSC58v2_2523.t1.e1,2,7,6,7,3,17
TrSC58v2_2523.t1,0,0,2,5,2,11
TrSC58v2_2524.t1.e1,2,7,10,9,3,20
TrSC58v2_2524.t1,0,0,0,6,2,15
TrSC58v2_2525.t1.e1,3,3,5,8,5,17
TrSC58v2_2525.t1,2,0,3,7,4,13
TrSC58v2_2526.t1.e1,6,13,7,8,3,18
TrSC58v2_2526.t1,3,0,6,5,3,10
TrSC58v2_2528.t1.e1,3,9,8,10,5,32
TrSC58v2_2528.t1,3,7,6,8,4,27
TrSC58v2_2530.t1.e1,5,9,9,34,20,60
TrSC58v2_2530.t1,4,6,7,2,1,7
TrSC58v2_2531.t1.e1,4,9,9,28,10,59
TrSC58v2_2531.t1,0,6,7,3,2,2
TrSC58v2_2532.t1.e1,7,7,14,49,15,48
TrSC58v2_2532.t1,5,5,12,2,12,26
TrSC58v2_2534.t1.e1,1,2,5,16,10,22
TrSC58v2_2534.t1,1,1,4,2,3,20
TrSC58v2_2536.t1.e1,9,18,36,103,90,187
TrSC58v2_2536.t1,2,16,30,83,87,178
TrSC58v2_2537.t1.e1,4,4,8,4,12,8
TrSC58v2_2537.t1,3,0,5,8,9,50
TrSC58v2_2538.t1.e1,8,20,30,5,32,15
TrSC58v2_2538.t1,0,1,3,1,3,3
TrSC58v2_2539.t1.e1,1,16,11,13,4,43
TrSC58v2_2539.t1,1,0,10,11,2,37
TrSC58v2_2540.t1.e1,4,7,10,35,13,110
TrSC58v2_2540.t1,0,5,7,28,11,2
TrSC58v2_2541.t1.e1,7,8,28,38,20,78
TrSC58v2_2541.t1,6,6,24,36,18,76
TrSC58v2_2543.t1.e1,8,2,25,16,46,41
TrSC58v2_2543.t1,5,1,22,13,2,35
TrSC58v2_2546.t1.e1,21,40,63,93,101,185
TrSC58v2_2546.t1,16,36,36,88,3,150
TrSC58v2_2548.t1.e1,7,10,4,3,4,21
TrSC58v2_2548.t1,1,0,0,1,0,19
TrSC58v2_2550.t1,5,2,0,13,14,54
TrSC58v2_2550.t1.e1,6,21,20,16,17,63
TrSC58v2_2551.t1,0,2,2,44,4,135
TrSC58v2_2551.t1.e1,30,49,70,48,51,149
TrSC58v2_2552.t1,3,0,0,9,0,22
TrSC58v2_2552.t1.e1,5,0,3,10,0,25
TrSC58v2_2554.t1,0,0,18,38,29,71
TrSC58v2_2554.t1.e1,8,24,26,42,34,117
TrSC58v2_2555.t1,0,0,3,25,4,7
TrSC58v2_2555.t1.e1,3,0,5,28,5,11
TrSC58v2_2556.t1,0,9,10,19,12,41
TrSC58v2_2556.t1.e1,7,10,11,23,14,50
TrSC58v2_2558.t1,0,0,0,2,0,8
TrSC58v2_2558.t1.e1,3,0,0,5,0,8
TrSC58v2_2559.t1,4,1,1,6,25,29
TrSC58v2_2559.t1.e1,5,2,3,8,29,34
TrSC58v2_2560.t1,0,1,1,10,0,26
TrSC58v2_2560.t1.e1,3,1,2,13,0,27
TrSC58v2_2561.t1,1,0,7,11,9,26
TrSC58v2_2561.t1.e1,1,4,8,13,10,28
TrSC58v2_2562.t1,4,0,5,22,10,47
TrSC58v2_2562.t1.e1,5,5,6,26,13,54
TrSC58v2_2564.t1,3,9,2,35,17,59
TrSC58v2_2564.t1.e1,3,10,31,43,18,61
TrSC58v2_2565.t1,5,7,10,27,15,116
TrSC58v2_2565.t1.e1,6,8,11,28,19,118
TrSC58v2_2566.t1,0,1,6,3,3,2
TrSC58v2_2566.t1.e1,4,3,7,32,3,41
TrSC58v2_2567.t1,8,0,0,19,12,48
TrSC58v2_2567.t1.e1,11,15,4,53,14,54
TrSC58v2_2568.t1,1,0,8,9,0,19
TrSC58v2_2568.t1.e1,4,8,9,11,15,22
TrSC58v2_2569.t1,0,0,0,1,0,0
TrSC58v2_2569.t1.e1,6,0,3,7,4,25
TrSC58v2_2571.t1,4,0,1,3,2,31
TrSC58v2_2571.t1.e1,4,4,6,26,10,36
TrSC58v2_2572.t1,20,18,27,34,15,104
TrSC58v2_2572.t1.e1,24,22,29,42,17,118
MSTRG.2504.1,20,16,26,71,96,122
TrSC58v2_2574.t1,8,10,11,4,4,82
TrSC58v2_2574.t1.e1,11,14,15,93,59,91
TrSC58v2_2577.t1,2,1,10,6,1,50
TrSC58v2_2577.t1.e1,10,1,11,17,12,55
TrSC58v2_2578.t1,5,0,0,11,0,9
TrSC58v2_2578.t1.e1,6,0,0,12,0,10
TrSC58v2_2579.t1,0,0,0,9,1,4
TrSC58v2_2579.t1.e1,4,0,0,10,3,22
TrSC58v2_2580.t1,1,0,6,1,7,31
TrSC58v2_2580.t1.e1,1,4,7,7,8,32
TrSC58v2_2581.t1,2,0,0,0,5,8
TrSC58v2_2581.t1.e1,3,4,3,16,6,10
TrSC58v2_2582.t1,8,7,0,18,16,53
TrSC58v2_2582.t1.e1,9,9,9,21,21,66
TrSC58v2_2583.t1,5,0,16,13,12,21
TrSC58v2_2583.t1.e1,6,4,18,14,15,29
TrSC58v2_2586.t1,0,2,11,12,7,24
TrSC58v2_2586.t1.e1,5,3,14,14,10,30
TrSC58v2_2587.t1,4,3,14,9,16,53
TrSC58v2_2587.t1.e1,6,4,15,10,18,57
TrSC58v2_2589.t1,4,8,2,5,14,42
TrSC58v2_2589.t1.e1,6,10,6,6,17,48
TrSC58v2_2590.t1,0,0,0,0,0,19
TrSC58v2_2590.t1.e1,3,0,3,3,3,25
TrSC58v2_2593.t1,3,10,21,53,11,64
TrSC58v2_2593.t1.e1,4,13,23,61,74,74
TrSC58v2_2598.t1.e1,6,6,2,15,9,26
TrSC58v2_2598.t1,1,5,2,14,8,23
TrSC58v2_2599.t1.e1,3,2,5,13,0,9
TrSC58v2_2599.t1,1,1,4,1,0,7
TrSC58v2_2600.t1.e1,10,16,33,37,18,133
TrSC58v2_2600.t1,10,14,28,37,17,124
TrSC58v2_2602.t1.e1,4,4,6,12,9,104
TrSC58v2_2602.t1,3,0,5,10,8,0
TrSC58v2_2603.t1.e1,20,36,75,118,53,327
TrSC58v2_2603.t1,18,33,65,97,51,286
TrSC58v2_2604.t1.e1,4,1,3,9,1,8
TrSC58v2_2604.t1,0,1,0,1,1,4
TrSC58v2_2605.t1.e1,4,1,4,11,2,21
TrSC58v2_2605.t1,0,0,3,10,0,1
TrSC58v2_2606.t1.e1,4,1,6,8,3,12
TrSC58v2_2606.t1,4,2,2,9,2,13
TrSC58v2_2607.t1.e1,17,7,6,12,2,5
TrSC58v2_2607.t1,0,9,0,20,2,4
TrSC58v2_2608.t1.e1,8,2,20,17,26,140
TrSC58v2_2608.t1,7,1,13,10,21,1
TrSC58v2_2609.t1.e1,11,3,23,44,16,64
TrSC58v2_2609.t1,9,2,21,36,14,57
MSTRG.2542.1,4,4,4,18,0,56
TrSC58v2_2610.t1.e1,16,4,4,9,8,29
TrSC58v2_2610.t1,0,0,0,8,8,25
TrSC58v2_2611.t1.e1,20,17,17,55,17,94
TrSC58v2_2611.t1,16,14,13,52,14,81
TrSC58v2_2612.t1.e1,35,21,28,97,30,180
TrSC58v2_2612.t1,30,18,25,84,25,150
TrSC58v2_2613.t1.e1,36,21,29,100,31,186
TrSC58v2_2613.t1,30,18,25,84,25,147
TrSC58v2_2614.t1.e1,37,21,30,104,31,193
TrSC58v2_2614.t1,30,18,24,82,25,143
TrSC58v2_2616.t1.e1,4,8,5,5,3,19
TrSC58v2_2616.t1,1,1,4,4,1,18
TrSC58v2_2617.t1.e1,7,4,3,4,3,13
TrSC58v2_2617.t1,0,3,2,3,2,12
TrSC58v2_2620.t1.e1,5,5,15,36,17,71
TrSC58v2_2620.t1,4,3,12,35,17,63
TrSC58v2_2624.t1.e1,8,4,0,10,8,33
TrSC58v2_2624.t1,0,0,0,1,0,27
TrSC58v2_2625.t1.e1,3,3,8,13,12,34
TrSC58v2_2625.t1,3,0,7,12,0,31
TrSC58v2_2626.t1.e1,2,3,4,7,8,20
TrSC58v2_2626.t1,1,0,1,5,6,18
TrSC58v2_2627.t1.e1,15,14,53,67,64,161
TrSC58v2_2627.t1,11,11,47,54,43,148
TrSC58v2_2628.t1.e1,11,9,15,34,27,117
TrSC58v2_2628.t1,10,7,13,8,25,69
TrSC58v2_2629.t1.e1,11,9,33,62,35,162
TrSC58v2_2629.t1,8,8,28,51,30,147
TrSC58v2_2630.t1.e1,11,18,13,49,43,132
TrSC58v2_2630.t1,0,13,9,39,39,122
TrSC58v2_2632.t1.e1,5,7,13,28,12,53
TrSC58v2_2632.t1,4,5,11,21,9,43
TrSC58v2_2634.t1.e1,2,16,8,44,16,67
TrSC58v2_2634.t1,2,1,10,38,14,54
TrSC58v2_2635.t1.e1,4,10,10,16,12,54
TrSC58v2_2635.t1,1,1,9,14,8,42
TrSC58v2_2636.t1.e1,5,12,12,13,14,49
TrSC58v2_2636.t1,4,11,9,12,12,46
TrSC58v2_2637.t1.e1,4,3,8,27,9,42
TrSC58v2_2637.t1,0,3,7,23,7,38
TrSC58v2_2638.t1.e1,4,8,0,6,5,16
TrSC58v2_2638.t1,0,1,0,5,0,14
TrSC58v2_2639.t1.e1,4,9,9,12,10,57
TrSC58v2_2639.t1,0,6,7,10,7,3
TrSC58v2_2640.t1.e1,13,16,33,45,24,89
TrSC58v2_2640.t1,10,14,26,36,21,82
TrSC58v2_2644.t1.e1,8,10,11,19,8,49
TrSC58v2_2644.t1,0,8,10,15,0,39
TrSC58v2_2648.t1.e1,7,2,3,5,0,16
TrSC58v2_2648.t1,6,2,2,4,0,13
TrSC58v2_2649.t1.e1,5,9,10,11,13,88
TrSC58v2_2649.t1,5,0,9,9,2,3
TrSC58v2_2650.t1.e1,5,11,19,23,7,51
TrSC58v2_2650.t1,3,10,0,19,6,43
TrSC58v2_2652.t1.e1,5,5,10,15,11,29
TrSC58v2_2652.t1,0,3,0,13,8,27
TrSC58v2_2653.t1.e1,5,3,13,4,29,93
TrSC58v2_2653.t1,4,1,10,0,23,0
TrSC58v2_2654.t1.e1,5,3,7,5,7,64
TrSC58v2_2654.t1,4,1,5,4,2,4
MSTRG.2589.1,3,0,8,31,14,83
TrSC58v2_2656.t1.e1,8,4,22,18,9,52
TrSC58v2_2656.t1,1,0,0,0,0,2
TrSC58v2_2657.t1.e1,8,16,18,20,11,69
TrSC58v2_2657.t1,5,0,13,15,11,4
TrSC58v2_2658.t1.e1,10,0,3,19,3,11
TrSC58v2_2658.t1,0,0,3,1,0,10
TrSC58v2_2659.t1.e1,3,6,12,15,7,33
TrSC58v2_2659.t1,3,1,11,13,6,31
TrSC58v2_2660.t1.e1,7,11,75,44,36,89
TrSC58v2_2660.t1,6,10,0,37,31,71
TrSC58v2_2661.t1.e1,25,5,13,25,22,35
TrSC58v2_2661.t1,3,2,12,7,19,31
TrSC58v2_2662.t1.e1,2,0,0,6,1,18
TrSC58v2_2662.t1,2,0,0,5,1,15
TrSC58v2_2664.t1.e1,7,4,16,35,13,55
TrSC58v2_2664.t1,5,3,0,26,11,51
TrSC58v2_2665.t1.e1,4,0,5,10,5,36
TrSC58v2_2665.t1,0,0,4,7,3,26
TrSC58v2_2666.t1.e1,2,0,5,5,4,14
TrSC58v2_2666.t1,2,0,0,0,3,12
TrSC58v2_2667.t1.e1,3,9,22,57,28,98
TrSC58v2_2667.t1,2,7,20,52,24,86
TrSC58v2_2669.t1.e1,7,4,2,2,2,7
TrSC58v2_2669.t1,0,3,1,1,1,6
TrSC58v2_2671.t1.e1,8,4,5,6,11,140
TrSC58v2_2671.t1,0,3,4,6,8,3
TrSC58v2_2672.t1.e1,11,8,8,8,5,24
TrSC58v2_2672.t1,3,0,0,6,0,19
TrSC58v2_2673.t1.e1,13,3,15,16,10,28
TrSC58v2_2673.t1,0,0,14,0,1,24
TrSC58v2_2674.t1.e1,5,3,12,6,10,18
TrSC58v2_2674.t1,0,3,9,5,8,14
TrSC58v2_2675.t1.e1,4,4,12,16,16,29
TrSC58v2_2675.t1,0,4,11,14,13,22
TrSC58v2_2677.t1.e1,4,6,8,7,9,44
TrSC58v2_2677.t1,3,5,7,5,8,38
MSTRG.2612.1,7,15,9,51,21,67
TrSC58v2_2678.t1.e1,8,5,8,12,2,42
TrSC58v2_2678.t1,0,0,2,11,1,26
TrSC58v2_2680.t1.e1,5,9,8,23,25,56
TrSC58v2_2680.t1,5,7,1,21,20,48
MSTRG.2617.1,25,18,26,96,51,176
TrSC58v2_2681.t1.e1,4,4,18,21,11,38
TrSC58v2_2681.t1,3,3,14,18,9,26
TrSC58v2_2682.t1.e1,12,28,14,61,38,114
TrSC58v2_2682.t1,6,26,21,54,33,105
