transcript_id,SRR21831518,SRR21831519,SRR21831520,SRR21837144,SRR21837145,SRR21837146
TrSC58v2_9099.t1,2,38,51,72,49,207
TrSC58v2_9099.t1.e1,53,43,58,84,53,263
TrSC58v2_9100.t1,1,42,51,80,52,216
TrSC58v2_9100.t1.e1,54,48,58,93,59,269
TrSC58v2_9101.t1,0,4,0,12,0,30
TrSC58v2_9101.t1.e1,4,5,15,14,8,35
TrSC58v2_9102.t1,9,0,15,11,20,81
TrSC58v2_9102.t1.e1,9,4,17,12,22,89
TrSC58v2_9103.t1,1,2,0,5,0,12
TrSC58v2_9103.t1.e1,6,3,0,15,0,13
TrSC58v2_9104.t1,0,0,5,20,9,45
TrSC58v2_9104.t1.e1,4,0,6,23,11,53
TrSC58v2_9105.t1,1,1,0,9,0,14
TrSC58v2_9105.t1.e1,10,17,0,7,0,18
TrSC58v2_9107.t1,0,0,2,14,1,16
TrSC58v2_9107.t1.e1,11,4,6,15,11,18
TrSC58v2_9108.t1,0,3,4,0,5,0
TrSC58v2_9108.t1.e1,20,2,6,3,6,45
TrSC58v2_9109.t1,6,0,2,0,3,27
TrSC58v2_9109.t1.e1,6,0,7,0,4,30
MSTRG.8916.1,8,11,6,50,24,104
TrSC58v2_9155.t1.e1,73,40,111,135,72,341
TrSC58v2_9155.t1,58,38,106,106,59,306
TrSC58v2_9173.t1.e1,7,0,7,19,10,33
TrSC58v2_9173.t1,5,0,5,13,1,30
TrSC58v2_9159.t1,0,0,1,2,1,2
TrSC58v2_9159.t1.e1,0,2,1,3,1,4
TrSC58v2_9160.t1,0,0,0,0,0,2
TrSC58v2_9160.t1.e1,0,0,0,0,0,4
TrSC58v2_9169.t1,0,0,0,0,0,3
TrSC58v2_9169.t1.e1,0,0,0,1,0,3
TrSC58v2_9158.t1.e1,8,4,26,10,11,51
TrSC58v2_9158.t1,7,0,0,0,0,45
MSTRG.8963.1,42,10,62,69,25,232
TrSC58v2_9161.t1.e1,4,4,2,9,5,14
TrSC58v2_9161.t1,1,0,1,2,1,4
TrSC58v2_9162.t1.e1,4,4,1,6,2,12
TrSC58v2_9162.t1,1,2,0,1,0,10
TrSC58v2_9163.t1.e1,4,5,3,11,2,13
TrSC58v2_9163.t1,3,4,1,2,1,9
TrSC58v2_9164.t1.e1,6,2,10,9,2,23
TrSC58v2_9164.t1,4,1,2,1,0,18
TrSC58v2_9165.t1.e1,4,10,5,2,6,5
TrSC58v2_9165.t1,4,1,1,19,1,44
MSTRG.8969.1,6,13,21,12,12,42
TrSC58v2_9166.t1.e1,6,1,13,9,6,27
TrSC58v2_9166.t1,5,0,10,8,0,23
TrSC58v2_9167.t1.e1,2,9,7,9,4,17
TrSC58v2_9167.t1,1,3,7,1,2,16
TrSC58v2_9168.t1.e1,3,8,9,6,4,9
TrSC58v2_9168.t1,1,2,2,7,1,37
TrSC58v2_9170.t1.e1,1,4,8,11,2,24
TrSC58v2_9170.t1,1,3,4,6,2,13
TrSC58v2_9174.t1.e1,2,0,2,3,1,6
TrSC58v2_9174.t1,1,0,2,3,1,5
MSTRG.8978.1,34,21,46,45,30,141
TrSC58v2_9463.t1.e1,24,12,51,31,15,60
TrSC58v2_9463.t1,0,11,0,28,0,55
TrSC58v2_9177.t1,1,2,3,9,3,16
TrSC58v2_9177.t1.e1,3,3,6,17,9,35
TrSC58v2_9178.t1,3,1,4,8,8,14
TrSC58v2_9178.t1.e1,3,2,4,7,8,13
TrSC58v2_9179.t1,1,0,12,23,18,48
TrSC58v2_9179.t1.e1,3,23,11,19,14,40
MSTRG.8983.1,63,29,60,164,92,418
TrSC58v2_9180.t1,1,1,0,8,3,16
TrSC58v2_9180.t1.e1,1,4,2,10,4,17
TrSC58v2_9182.t1.e1,3,6,10,8,9,25
TrSC58v2_9182.t1,1,1,1,1,8,23
TrSC58v2_9181.t1,0,0,1,7,0,12
TrSC58v2_9181.t1.e1,3,0,1,9,0,16
TrSC58v2_9185.t1.e1,15,11,25,30,20,105
TrSC58v2_9185.t1,2,8,22,28,16,89
TrSC58v2_9186.t1.e1,14,9,21,21,29,97
TrSC58v2_9186.t1,0,7,19,18,1,72
TrSC58v2_9187.t1.e1,15,9,28,36,22,106
TrSC58v2_9187.t1,0,7,22,27,18,85
TrSC58v2_9194.t1.e1,15,11,27,53,24,126
TrSC58v2_9194.t1,13,8,24,43,22,119
TrSC58v2_9195.t1.e1,11,19,18,26,7,149
TrSC58v2_9195.t1,8,15,17,22,6,4
TrSC58v2_9196.t1.e1,16,18,31,83,15,77
TrSC58v2_9196.t1,12,15,27,3,11,69
TrSC58v2_9197.t1.e1,13,17,12,28,16,124
TrSC58v2_9197.t1,11,14,11,4,12,4
MSTRG.8993.2,0,0,0,16,0,117
TrSC58v2_9192.t1,0,1,4,4,13,42
TrSC58v2_9192.t1.e1,0,2,5,5,16,46
TrSC58v2_9189.t1.e1,27,25,59,107,52,126
TrSC58v2_9189.t1,18,13,10,50,35,0
TrSC58v2_9190.t1.e1,3,0,0,3,3,7
TrSC58v2_9190.t1,2,0,0,3,1,6
TrSC58v2_9191.t1.e1,3,8,14,9,16,33
TrSC58v2_9191.t1,0,0,1,0,1,28
TrSC58v2_9193.t1.e1,4,10,4,9,3,36
TrSC58v2_9193.t1,0,9,4,8,2,5
TrSC58v2_9198.t1.e1,7,4,14,8,15,55
TrSC58v2_9198.t1,6,4,11,8,2,4
TrSC58v2_9199.t1.e1,5,18,7,7,7,20
TrSC58v2_9199.t1,4,0,5,5,0,16
MSTRG.9005.1,23,16,46,104,0,225
TrSC58v2_9200.t1,1,1,0,0,6,9
TrSC58v2_9200.t1.e1,1,3,6,27,34,78
TrSC58v2_9202.t1.e1,12,7,15,24,12,99
TrSC58v2_9202.t1,8,5,14,21,9,27
TrSC58v2_9204.t1.e1,10,2,9,10,5,29
TrSC58v2_9204.t1,0,1,8,9,3,27
TrSC58v2_9203.t1.e1,7,7,7,10,14,81
TrSC58v2_9203.t1,6,5,6,9,10,3
TrSC58v2_9205.t1.e1,10,20,22,24,17,103
TrSC58v2_9205.t1,8,16,18,19,13,92
TrSC58v2_9206.t1.e1,16,7,22,38,10,62
TrSC58v2_9206.t1,14,5,1,10,7,57
TrSC58v2_9207.t1,0,1,1,0,1,2
TrSC58v2_9207.t1.e1,8,12,3,14,3,44
TrSC58v2_9208.t1,1,1,2,3,2,6
TrSC58v2_9208.t1.e1,2,1,2,3,3,7
TrSC58v2_9210.t1,0,0,1,3,0,10
TrSC58v2_9210.t1.e1,4,3,2,4,6,32
TrSC58v2_9209.t1,1,1,4,0,0,8
TrSC58v2_9209.t1.e1,11,1,4,8,10,10
TrSC58v2_9211.t1,10,0,16,34,21,84
TrSC58v2_9211.t1.e1,12,0,19,37,26,94
TrSC58v2_9226.t1,2,4,4,1,2,14
TrSC58v2_9226.t1.e1,3,5,5,10,2,17
TrSC58v2_9227.t1,0,2,6,1,0,15
TrSC58v2_9227.t1.e1,6,3,8,11,5,22
TrSC58v2_9228.t1,5,4,1,2,7,29
TrSC58v2_9228.t1.e1,6,6,16,18,8,33
TrSC58v2_9229.t1,3,1,6,10,1,16
TrSC58v2_9229.t1.e1,4,3,7,12,5,18
TrSC58v2_9230.t1,2,1,1,16,2,58
TrSC58v2_9230.t1.e1,3,18,16,19,21,67
TrSC58v2_9231.t1,5,4,9,1,2,66
TrSC58v2_9231.t1.e1,7,5,11,21,34,60
TrSC58v2_9232.t1,1,1,2,6,2,17
TrSC58v2_9232.t1.e1,2,2,6,6,4,18
MSTRG.9020.9,0,10,3,15,16,30
MSTRG.9015.1,1,8,4,12,7,39
TrSC58v2_9212.t1,6,4,4,4,4,17
TrSC58v2_9212.t1.e1,10,5,4,5,5,40
MSTRG.9020.2,70,0,5,78,75,312
MSTRG.9020.1,10,29,81,87,42,188
TrSC58v2_9213.t1,3,1,5,8,6,19
TrSC58v2_9213.t1.e1,3,4,5,10,6,21
TrSC58v2_9214.t1,1,0,3,5,6,15
TrSC58v2_9214.t1.e1,4,3,4,6,8,18
TrSC58v2_9215.t1,1,3,4,4,7,17
TrSC58v2_9215.t1.e1,10,4,5,6,8,19
TrSC58v2_9216.t1,0,0,3,4,2,10
TrSC58v2_9216.t1.e1,5,8,4,5,2,12
TrSC58v2_9217.t1,2,3,13,8,2,5
TrSC58v2_9217.t1.e1,3,4,15,2,1,4
TrSC58v2_9218.t1,1,2,0,3,2,6
TrSC58v2_9218.t1.e1,2,2,3,3,2,7
TrSC58v2_9219.t1,1,1,6,4,4,21
TrSC58v2_9219.t1.e1,11,1,2,1,1,3
TrSC58v2_9220.t1,2,1,1,1,1,4
TrSC58v2_9220.t1.e1,2,1,1,1,1,4
TrSC58v2_9221.t1,2,0,4,6,9,19
TrSC58v2_9221.t1.e1,2,3,3,5,7,17
TrSC58v2_9222.t1,2,3,3,2,4,8
TrSC58v2_9222.t1.e1,3,2,4,16,5,8
TrSC58v2_9223.t1,2,2,3,3,3,8
TrSC58v2_9223.t1.e1,2,3,2,3,2,6
TrSC58v2_9224.t1,2,1,1,1,1,1
TrSC58v2_9224.t1.e1,2,1,1,1,1,1
TrSC58v2_9225.t1,4,2,6,8,3,26
TrSC58v2_9225.t1.e1,6,2,5,8,3,26
TrSC58v2_9238.t1,0,0,2,1,1,13
TrSC58v2_9238.t1.e1,0,0,5,3,4,13
TrSC58v2_9233.t1,6,2,11,8,9,23
TrSC58v2_9233.t1.e1,7,9,2,9,10,24
TrSC58v2_9237.t1,2,3,8,10,10,48
TrSC58v2_9237.t1.e1,5,9,9,11,11,51
TrSC58v2_9239.t1,1,2,2,0,0,12
TrSC58v2_9239.t1.e1,3,5,2,3,0,13
TrSC58v2_9240.t1,1,1,6,6,2,13
TrSC58v2_9240.t1.e1,8,3,7,8,5,14
TrSC58v2_9241.t1,1,1,5,4,3,10
TrSC58v2_9241.t1.e1,7,8,6,5,3,11
TrSC58v2_9244.t1,15,14,57,51,36,176
TrSC58v2_9244.t1.e1,15,15,48,45,32,144
TrSC58v2_9245.t1,6,8,14,19,13,38
TrSC58v2_9245.t1.e1,5,7,12,22,16,39
TrSC58v2_9246.t1,10,6,15,10,19,44
TrSC58v2_9246.t1.e1,9,6,3,8,17,39
TrSC58v2_9247.t1,19,9,35,1,1,82
TrSC58v2_9247.t1.e1,21,14,39,39,30,89
TrSC58v2_9248.t1,18,7,1,2,13,98
TrSC58v2_9248.t1.e1,21,15,64,90,16,107
TrSC58v2_9249.t1,14,9,18,38,6,73
TrSC58v2_9249.t1.e1,16,11,20,42,8,78
TrSC58v2_9250.t1,2,2,8,4,2,61
TrSC58v2_9250.t1.e1,12,21,9,19,7,68
TrSC58v2_9253.t1,4,6,6,1,4,32
TrSC58v2_9253.t1.e1,6,8,8,27,5,38
TrSC58v2_9254.t1,5,4,1,9,7,27
TrSC58v2_9254.t1.e1,6,6,16,11,8,31
TrSC58v2_9255.t1,3,1,7,12,4,18
TrSC58v2_9255.t1.e1,4,3,8,14,4,20
TrSC58v2_9257.t1,2,0,0,14,0,61
TrSC58v2_9257.t1.e1,2,21,20,17,21,80
TrSC58v2_9258.t1,1,0,1,8,1,33
TrSC58v2_9258.t1.e1,3,6,7,10,22,29
TrSC58v2_9265.t1,1,8,13,7,6,53
TrSC58v2_9265.t1.e1,1,9,14,7,7,57
TrSC58v2_9264.t1,3,1,0,5,4,26
TrSC58v2_9264.t1.e1,4,2,3,6,5,33
TrSC58v2_9266.t1,0,7,17,23,17,80
TrSC58v2_9266.t1.e1,20,10,19,27,21,100
TrSC58v2_9267.t1,0,0,3,0,0,26
TrSC58v2_9267.t1.e1,3,4,8,4,3,30
TrSC58v2_9251.t1,0,0,1,0,4,28
TrSC58v2_9251.t1.e1,4,3,18,15,16,34
MSTRG.9048.1,72,58,187,92,71,215
TrSC58v2_9252.t1,80,39,134,99,112,462
MSTRG.9048.2,23,60,33,420,46,143
TrSC58v2_9252.t1.e1,95,44,136,156,130,754
TrSC58v2_9268.t1,10,2,21,48,26,91
TrSC58v2_9268.t1.e1,11,8,26,52,31,104
TrSC58v2_9269.t1,8,9,22,21,21,66
TrSC58v2_9269.t1.e1,11,13,27,30,25,76
TrSC58v2_9270.t1,6,4,8,17,15,49
TrSC58v2_9270.t1.e1,7,5,10,19,18,55
TrSC58v2_9271.t1,0,0,7,0,6,26
TrSC58v2_9271.t1.e1,4,3,8,26,7,27
TrSC58v2_9273.t1,1,0,0,0,2,4
TrSC58v2_9273.t1.e1,2,0,0,5,3,6
TrSC58v2_9276.t1.e1,1,0,3,0,1,2
TrSC58v2_9276.t1,1,0,3,0,1,2
TrSC58v2_9274.t1,9,0,1,3,1,2
TrSC58v2_9274.t1.e1,24,14,12,4,1,77
TrSC58v2_9284.t1.e1,1,0,1,2,0,3
TrSC58v2_9284.t1,1,0,1,1,0,2
TrSC58v2_9285.t1.e1,3,6,3,2,1,16
TrSC58v2_9285.t1,1,5,2,0,1,15
TrSC58v2_9290.t1,0,0,1,1,0,5
TrSC58v2_9290.t1.e1,9,0,1,13,4,38
TrSC58v2_9289.t1,7,0,5,7,3,27
TrSC58v2_9289.t1.e1,9,4,7,10,4,39
TrSC58v2_9291.t1,0,0,3,12,0,9
TrSC58v2_9291.t1.e1,3,13,5,13,8,36
TrSC58v2_9292.t1,1,5,14,6,8,40
TrSC58v2_9292.t1.e1,7,5,15,7,11,43
TrSC58v2_9295.t1,0,5,6,16,7,43
TrSC58v2_9295.t1.e1,8,6,7,18,8,47
TrSC58v2_9296.t1,8,0,1,32,2,55
TrSC58v2_9296.t1.e1,12,4,30,36,53,62
TrSC58v2_9294.t1,9,9,4,2,21,68
TrSC58v2_9294.t1.e1,11,12,6,43,24,79
TrSC58v2_9300.t1,0,1,0,2,0,0
TrSC58v2_9300.t1.e1,2,2,11,3,0,3
TrSC58v2_9318.t1,0,1,1,4,1,20
TrSC58v2_9318.t1.e1,2,1,7,5,1,24
TrSC58v2_9317.t1,7,13,7,1,8,2
TrSC58v2_9317.t1.e1,9,15,9,31,20,76
TrSC58v2_9319.t1,4,3,8,15,6,17
TrSC58v2_9319.t1.e1,5,4,12,19,8,21
TrSC58v2_9320.t1,9,0,15,27,18,66
TrSC58v2_9320.t1.e1,12,0,19,31,20,82
TrSC58v2_9321.t1,0,2,2,8,0,8
TrSC58v2_9321.t1.e1,8,8,3,9,0,9
TrSC58v2_9322.t1,0,1,36,13,7,37
TrSC58v2_9322.t1.e1,3,10,37,16,10,43
TrSC58v2_9325.t1,0,0,3,13,2,22
TrSC58v2_9325.t1.e1,7,4,7,14,11,25
TrSC58v2_9324.t1,0,3,13,9,0,23
TrSC58v2_9324.t1.e1,15,5,16,11,18,33
TrSC58v2_9326.t1,5,0,0,3,1,15
TrSC58v2_9326.t1.e1,6,4,4,4,6,16
TrSC58v2_9327.t1,2,5,3,4,0,3
TrSC58v2_9327.t1.e1,3,6,4,5,12,18
TrSC58v2_9328.t1,10,9,11,13,7,48
TrSC58v2_9328.t1.e1,13,9,15,15,10,56
TrSC58v2_9329.t1,4,2,25,17,22,82
TrSC58v2_9329.t1.e1,4,15,27,20,25,86
TrSC58v2_9330.t1,0,2,0,3,3,11
TrSC58v2_9330.t1.e1,2,2,6,4,4,12
TrSC58v2_9333.t1,1,0,2,3,0,5
TrSC58v2_9333.t1.e1,2,2,5,4,0,6
TrSC58v2_9334.t1,0,0,0,0,1,15
TrSC58v2_9334.t1.e1,4,4,14,12,4,18
TrSC58v2_9335.t1,0,1,4,4,1,12
TrSC58v2_9335.t1.e1,1,1,5,5,2,13
TrSC58v2_9337.t1,1,0,1,6,6,11
TrSC58v2_9337.t1.e1,2,0,1,7,7,12
TrSC58v2_9338.t1,1,3,3,1,1,11
TrSC58v2_9338.t1.e1,4,3,4,2,1,12
TrSC58v2_9307.t1,0,0,1,6,5,1
TrSC58v2_9307.t1.e1,0,4,2,21,6,33
MSTRG.9086.1,788,608,1301,2224,1229,5113
TrSC58v2_9302.t1,13,5,28,15,8,76
TrSC58v2_9302.t1.e1,12,4,26,16,9,86
TrSC58v2_9303.t1,23,13,41,17,36,120
TrSC58v2_9303.t1.e1,26,26,33,27,46,157
TrSC58v2_9304.t1,41,43,94,113,64,336
TrSC58v2_9304.t1.e1,44,48,99,132,70,377
MSTRG.9088.1,8,0,10,0,0,27
TrSC58v2_9305.t1,1,0,1,6,3,10
TrSC58v2_9305.t1.e1,1,0,2,8,4,12
TrSC58v2_9306.t1,0,2,7,17,7,19
TrSC58v2_9306.t1.e1,4,3,8,19,9,22
TrSC58v2_9308.t1,6,5,17,20,6,64
TrSC58v2_9308.t1.e1,8,6,20,28,8,75
TrSC58v2_9309.t1,35,11,50,59,31,160
TrSC58v2_9309.t1.e1,41,16,52,72,35,199
TrSC58v2_9310.t1,2,2,0,1,1,23
TrSC58v2_9310.t1.e1,5,3,0,22,7,26
TrSC58v2_9341.t1.e1,9,14,29,29,6,93
TrSC58v2_9341.t1,8,11,23,24,0,74
TrSC58v2_9344.t1.e1,6,0,4,2,2,13
TrSC58v2_9344.t1,1,0,1,1,2,10
TrSC58v2_9345.t1.e1,4,0,2,0,0,0
TrSC58v2_9345.t1,0,0,0,0,0,0
TrSC58v2_9347.t1.e1,2,6,3,15,7,26
TrSC58v2_9347.t1,0,5,0,13,6,24
TrSC58v2_9348.t1.e1,8,3,6,11,5,36
TrSC58v2_9348.t1,0,3,6,1,4,4
TrSC58v2_9349.t1.e1,5,7,12,10,4,39
TrSC58v2_9349.t1,4,5,11,8,0,33
TrSC58v2_9353.t1.e1,5,5,15,20,10,65
TrSC58v2_9353.t1,0,3,12,17,8,1
TrSC58v2_9355.t1.e1,2,5,4,2,2,8
TrSC58v2_9355.t1,1,0,2,1,1,7
TrSC58v2_9356.t1.e1,17,21,24,39,31,103
TrSC58v2_9356.t1,14,17,30,35,25,124
TrSC58v2_9370.t1.e1,1,0,1,3,1,3
TrSC58v2_9370.t1,1,0,1,2,1,4
TrSC58v2_9371.t1,2,0,2,0,3,6
TrSC58v2_9371.t1.e1,1,0,1,2,1,5
TrSC58v2_9373.t1.e1,6,0,16,12,5,38
TrSC58v2_9373.t1,5,0,12,9,3,27
MSTRG.9135.1,3,16,26,27,20,72
TrSC58v2_9357.t1.e1,15,11,35,49,20,157
TrSC58v2_9357.t1,15,10,32,47,19,141
TrSC58v2_9358.t1.e1,2,2,6,11,13,31
TrSC58v2_9358.t1,0,0,2,0,1,1
TrSC58v2_9359.t1.e1,16,12,35,67,48,155
TrSC58v2_9359.t1,13,10,30,35,46,128
TrSC58v2_9360.t1.e1,15,19,36,41,28,129
TrSC58v2_9360.t1,12,16,29,33,26,110
MSTRG.9140.1,35,27,34,88,41,212
TrSC58v2_9363.t1.e1,8,4,1,2,23,2
MSTRG.9141.1,11,9,44,43,27,212
TrSC58v2_9363.t1,0,3,1,3,4,2
TrSC58v2_9381.t1.e1,2,0,13,12,4,31
TrSC58v2_9381.t1,1,0,1,11,4,29
TrSC58v2_9382.t1.e1,2,7,3,4,4,23
TrSC58v2_9382.t1,1,5,2,3,0,20
TrSC58v2_9384.t1,1,0,0,2,0,0
TrSC58v2_9384.t1.e1,1,1,5,5,5,16
MSTRG.9147.1,0,8,15,10,4,42
TrSC58v2_9375.t1,0,2,4,3,1,21
TrSC58v2_9375.t1.e1,0,3,5,3,5,25
TrSC58v2_9374.t1.e1,12,25,40,34,19,154
TrSC58v2_9374.t1,9,23,37,29,17,136
TrSC58v2_9376.t1.e1,10,15,31,24,19,144
TrSC58v2_9376.t1,10,13,23,22,15,128
TrSC58v2_9377.t1.e1,11,15,14,11,7,39
TrSC58v2_9377.t1,8,12,11,8,5,35
TrSC58v2_9378.t1.e1,22,12,14,28,31,72
TrSC58v2_9378.t1,20,10,10,22,0,57
TrSC58v2_9379.t1.e1,6,5,22,4,9,35
TrSC58v2_9379.t1,3,4,0,0,7,25
TrSC58v2_9389.t1,1,0,2,2,1,12
TrSC58v2_9389.t1.e1,1,0,2,4,3,14
TrSC58v2_9385.t1,1,1,0,4,0,2
TrSC58v2_9385.t1.e1,1,2,0,5,0,2
TrSC58v2_9386.t1,0,1,0,8,5,18
TrSC58v2_9386.t1.e1,5,1,9,11,6,20
TrSC58v2_9387.t1,2,2,7,5,0,20
TrSC58v2_9387.t1.e1,3,2,10,7,10,27
TrSC58v2_9390.t1,0,0,18,18,6,28
TrSC58v2_9390.t1.e1,8,3,21,25,8,35
MSTRG.9164.1,135,0,0,0,0,0
TrSC58v2_9391.t1,38,102,143,217,122,634
TrSC58v2_9391.t1.e1,23,110,153,241,143,681
TrSC58v2_9392.t1,14,31,49,86,55,220
TrSC58v2_9392.t1.e1,14,34,54,95,60,252
TrSC58v2_9393.t1,1,2,5,4,0,4
TrSC58v2_9393.t1.e1,5,5,6,5,0,4
TrSC58v2_9394.t1,1,0,6,10,1,25
TrSC58v2_9394.t1.e1,2,0,11,13,9,22
TrSC58v2_9400.t1,9,6,0,16,0,39
TrSC58v2_9400.t1.e1,10,7,22,19,15,42
MSTRG.9167.1,31,79,139,176,75,477
MSTRG.9167.2,58,12,50,96,90,285
TrSC58v2_9397.t1,32,36,75,120,71,302
TrSC58v2_9397.t1.e1,26,32,66,103,65,251
TrSC58v2_9398.t1,4,5,9,7,22,15
TrSC58v2_9398.t1.e1,3,4,5,5,19,4
TrSC58v2_9399.t1,3,6,4,17,6,57
TrSC58v2_9399.t1.e1,7,6,16,20,30,60
TrSC58v2_9403.t1,2,2,2,12,16,32
TrSC58v2_9403.t1.e1,4,2,2,13,19,37
MSTRG.9172.1,6,52,62,124,52,221
TrSC58v2_9406.t1,1,0,1,7,5,16
TrSC58v2_9406.t1.e1,5,0,3,1,6,16
TrSC58v2_9411.t1,1,8,10,1,0,28
TrSC58v2_9411.t1.e1,8,10,12,24,0,31
TrSC58v2_9404.t1,4,1,14,4,7,33
TrSC58v2_9404.t1.e1,4,2,15,5,8,33
TrSC58v2_9405.t1,36,63,149,219,114,553
TrSC58v2_9405.t1.e1,66,71,156,253,176,618
TrSC58v2_9409.t1.e1,1,6,6,2,5,17
TrSC58v2_9409.t1,1,0,3,1,4,3
TrSC58v2_9412.t1,1,2,26,23,9,60
TrSC58v2_9412.t1.e1,32,17,28,24,11,62
TrSC58v2_9413.t1,0,1,3,6,0,20
TrSC58v2_9413.t1.e1,5,2,3,8,15,35
TrSC58v2_9414.t1,0,0,8,13,12,31
TrSC58v2_9414.t1.e1,6,4,11,15,14,39
TrSC58v2_9419.t1,0,4,6,7,5,45
TrSC58v2_9419.t1.e1,4,5,7,8,6,49
TrSC58v2_9417.t1,5,0,0,17,12,51
TrSC58v2_9417.t1.e1,5,4,31,21,13,63
MSTRG.9185.1,0,51,0,0,62,249
TrSC58v2_9415.t1,13,1,17,12,5,3
TrSC58v2_9415.t1.e1,14,1,25,27,6,3
TrSC58v2_9416.t1,3,3,1,9,1,13
TrSC58v2_9416.t1.e1,4,3,50,12,1,10
TrSC58v2_9424.t1,10,12,10,4,24,59
TrSC58v2_9424.t1.e1,14,15,14,34,30,65
TrSC58v2_9425.t1,0,0,0,11,3,18
TrSC58v2_9425.t1.e1,4,2,6,16,13,12
TrSC58v2_9426.t1,0,2,7,7,5,17
TrSC58v2_9426.t1.e1,2,2,10,9,7,20
TrSC58v2_9420.t1,0,0,2,0,0,3
TrSC58v2_9420.t1.e1,2,0,2,1,0,3
TrSC58v2_9421.t1,0,3,12,6,4,25
TrSC58v2_9421.t1.e1,14,4,11,8,5,24
MSTRG.9189.1,1,6,17,23,22,84
MSTRG.9193.1,27,35,41,74,26,183
TrSC58v2_9422.t1,12,8,13,29,12,79
TrSC58v2_9422.t1.e1,14,11,18,35,15,92
MSTRG.9192.1,7,0,15,9,3,22
TrSC58v2_9423.t1,13,11,27,57,44,111
TrSC58v2_9423.t1.e1,24,14,30,68,50,135
MSTRG.9196.1,7,34,65,66,39,245
MSTRG.9200.1,23,20,54,64,59,229
TrSC58v2_9428.t1.e1,12,13,22,23,18,118
TrSC58v2_9428.t1,10,2,20,25,16,104
TrSC58v2_9429.t1.e1,5,10,33,9,9,42
TrSC58v2_9429.t1,4,0,2,11,6,33
TrSC58v2_9430.t1.e1,5,1,3,3,5,38
TrSC58v2_9430.t1,0,1,0,3,5,23
TrSC58v2_9431.t1.e1,5,5,3,5,3,7
TrSC58v2_9431.t1,4,0,1,4,3,6
MSTRG.9206.1,3,0,5,5,3,18
TrSC58v2_9433.t1.e1,6,9,12,16,7,44
TrSC58v2_9433.t1,0,0,10,0,0,32
TrSC58v2_9434.t1.e1,8,0,14,14,11,37
TrSC58v2_9434.t1,7,0,2,13,9,33
TrSC58v2_9435.t1.e1,8,8,11,17,16,68
TrSC58v2_9435.t1,0,0,10,15,15,57
TrSC58v2_9438.t1.e1,8,0,0,4,3,0
TrSC58v2_9438.t1,0,0,0,0,2,0
TrSC58v2_9436.t1.e1,6,7,16,25,21,80
TrSC58v2_9436.t1,6,6,15,32,24,89
TrSC58v2_9437.t1.e1,5,4,8,15,9,19
TrSC58v2_9437.t1,3,0,7,16,11,21
TrSC58v2_9442.t1.e1,15,10,33,28,9,85
TrSC58v2_9442.t1,12,2,27,21,7,68
MSTRG.9217.1,7,0,21,15,6,83
MSTRG.9218.1,9,3,44,7,29,78
MSTRG.9219.1,16,10,37,33,10,145
TrSC58v2_9446.t1,0,0,0,0,1,0
TrSC58v2_9446.t1.e1,3,0,0,3,1,3
TrSC58v2_9448.t1,2,3,24,7,6,73
TrSC58v2_9448.t1.e1,18,3,28,37,7,82
TrSC58v2_9447.t1,8,11,23,41,25,123
TrSC58v2_9447.t1.e1,11,13,26,44,28,140
TrSC58v2_9449.t1,1,0,0,0,1,1
TrSC58v2_9449.t1.e1,2,1,1,0,1,4
MSTRG.9226.1,4,5,9,45,37,85
TrSC58v2_9453.t1,1,0,0,0,0,1
TrSC58v2_9453.t1.e1,1,0,2,0,0,2
TrSC58v2_9454.t1,0,0,3,11,0,16
TrSC58v2_9454.t1.e1,5,0,3,12,24,20
TrSC58v2_9444.t1,0,2,7,1,16,25
TrSC58v2_9444.t1.e1,9,13,8,7,18,29
MSTRG.14.1,0,0,12,17,4,75
TrSC58v2_21.t1,0,0,3,0,2,4
TrSC58v2_21.t1.e1,0,8,4,0,3,5
TrSC58v2_24.t1,0,0,0,0,2,4
TrSC58v2_24.t1.e1,0,0,0,2,3,5
TrSC58v2_26.t1,0,0,0,0,2,4
TrSC58v2_26.t1.e1,0,0,0,3,3,5
TrSC58v2_28.t1,0,0,1,1,2,7
TrSC58v2_28.t1.e1,0,2,11,6,2,7
TrSC58v2_30.t1,0,0,0,0,1,12
TrSC58v2_30.t1.e1,0,4,4,0,4,14
TrSC58v2_32.t1,0,0,0,0,2,18
TrSC58v2_32.t1.e1,0,0,0,5,3,16
TrSC58v2_37.t1,0,0,0,0,0,0
TrSC58v2_37.t1.e1,0,0,0,2,0,16
TrSC58v2_40.t1,0,5,0,6,5,21
TrSC58v2_40.t1.e1,0,6,8,6,6,24
TrSC58v2_41.t1,0,0,2,6,3,14
TrSC58v2_41.t1.e1,0,0,13,7,5,15
TrSC58v2_43.t1,0,0,1,2,0,4
TrSC58v2_43.t1.e1,0,0,3,3,0,18
TrSC58v2_47.t1,0,0,8,7,9,0
TrSC58v2_47.t1.e1,0,0,10,9,11,27
TrSC58v2_52.t1,0,0,5,8,0,24
TrSC58v2_52.t1.e1,0,7,6,10,20,29
TrSC58v2_53.t1,0,0,0,0,0,1
TrSC58v2_53.t1.e1,0,0,0,0,0,4
TrSC58v2_57.t1,0,1,0,1,1,2
TrSC58v2_57.t1.e1,0,3,0,3,3,6
TrSC58v2_60.t1,0,0,3,0,2,19
TrSC58v2_60.t1.e1,0,5,4,12,3,21
TrSC58v2_62.t1,0,0,0,2,8,31
