gene_id,SRR21831518,SRR21831519,SRR21831520,SRR21837144,SRR21837145,SRR21837146
MSTRG.2479|TMEM222,7,10,4,3,4,21
TrSC58v2_2548|TMEM222,1,0,0,1,0,19
MSTRG.2481|TRSC58_03490,11,23,20,29,31,117
MSTRG.2482|At5g65687,30,51,72,92,55,284
MSTRG.2483|TRSC58_01111,8,0,3,19,0,47
MSTRG.2485|ZNF474,8,24,44,80,63,188
MSTRG.2486|Ndufa9,3,0,8,53,9,18
MSTRG.2487|Os03g0216600,7,19,21,42,26,91
MSTRG.2489|TRSC58_05531,3,0,0,7,0,16
MSTRG.2490|CBSDUF3,9,3,4,14,54,63
MSTRG.2491|MAM3,3,2,3,23,0,53
MSTRG.2492|pph-5,2,4,15,24,19,54
MSTRG.2493|DAGLA,9,5,11,48,23,101
MSTRG.2495|Ahsa1,6,19,33,78,35,120
MSTRG.2496|Srek1,11,15,21,55,34,234
MSTRG.2497|rpl-7,4,4,13,35,6,43
MSTRG.2498|SYT5,19,15,4,72,26,102
MSTRG.2499|TRSC58_04011,5,8,17,20,15,41
MSTRG.2500|TRSC58_05904,6,0,3,8,4,25
MSTRG.2502|GSK3,8,4,7,29,12,67
MSTRG.2503|TRSC58_04814,44,40,56,76,32,222
MSTRG.2504,20,16,26,71,96,122
MSTRG.2506|C3747_2g121,19,24,26,97,63,173
MSTRG.2509|dnaJ,12,2,21,23,13,105
MSTRG.2510|FAM221B,11,0,0,23,0,19
MSTRG.2511|ATPAF2,4,0,0,19,4,26
MSTRG.2512|PIGK,2,4,13,8,15,63
MSTRG.2513|Ttll9,5,4,3,16,11,18
MSTRG.2514|TcCLB.511277.420,17,16,9,39,37,119
MSTRG.2515|TcYC6_0115540,11,4,34,27,27,50
MSTRG.2519|gp63,5,5,25,26,17,54
MSTRG.2520|plpp5,10,7,29,19,34,110
MSTRG.2522|PF20,10,18,8,11,31,90
MSTRG.2523|ung-1,3,0,3,3,3,44
MSTRG.2526|ACOHC,7,23,44,114,85,138
MSTRG.2531|FCA,6,6,2,15,9,26
TrSC58v2_2598|FCA,1,5,2,14,8,23
MSTRG.2532|VPS21,3,2,5,13,0,9
TrSC58v2_2599|VPS21,1,1,4,1,0,7
MSTRG.2533|RPS27,10,16,33,37,18,133
TrSC58v2_2600|RPS27,10,14,28,37,17,124
MSTRG.2535|ftsH,4,4,6,12,9,104
TrSC58v2_2602|ftsH,3,0,5,10,8,0
MSTRG.2536|RPL10A,20,36,75,118,53,327
TrSC58v2_2603|RPL10A,18,33,65,97,51,286
MSTRG.2537|TRSC58_01269,4,1,3,9,1,8
TrSC58v2_2604|TRSC58_01269,0,1,0,1,1,4
MSTRG.2538|CIPK23,4,1,4,11,2,21
TrSC58v2_2605|CIPK23,0,0,3,10,0,1
MSTRG.2540|CIPK23,4,1,6,8,3,12
TrSC58v2_2606|CIPK23,4,2,2,9,2,13
MSTRG.2539|CIPK23,17,7,6,12,2,5
TrSC58v2_2607|CIPK23,0,9,0,20,2,4
MSTRG.2541|Sesn3,8,2,20,17,26,140
TrSC58v2_2608|Sesn3,7,1,13,10,21,1
MSTRG.2543|Ppp4r1,11,3,23,44,16,64
TrSC58v2_2609|Ppp4r1,9,2,21,36,14,57
MSTRG.2542,4,4,4,18,0,56
MSTRG.2544|TRSC58_04408,16,4,4,9,8,29
TrSC58v2_2610|TRSC58_04408,0,0,0,8,8,25
MSTRG.2545|LbrM18_V2.0760,20,17,17,55,17,94
TrSC58v2_2611|LbrM18_V2.0760,16,14,13,52,14,81
MSTRG.2546|LmjF18.0680,35,21,28,97,30,180
TrSC58v2_2612|LmjF18.0680,30,18,25,84,25,150
MSTRG.2547|LmjF18.0680,36,21,29,100,31,186
TrSC58v2_2613|LmjF18.0680,30,18,25,84,25,147
MSTRG.2548|LmjF18.0680,37,21,30,104,31,193
TrSC58v2_2614|LmjF18.0680,30,18,24,82,25,143
MSTRG.2550|TRSC58_04131,4,8,5,5,3,19
TrSC58v2_2616|TRSC58_04131,1,1,4,4,1,18
MSTRG.2551|Dynlt1,7,4,3,4,3,13
TrSC58v2_2617|Dynlt1,0,3,2,3,2,12
MSTRG.2554|TRSC58_03066,5,5,15,36,17,71
TrSC58v2_2620|TRSC58_03066,4,3,12,35,17,63
MSTRG.2558|polr2e,8,4,0,10,8,33
TrSC58v2_2624|polr2e,0,0,0,1,0,27
MSTRG.2559|rpsH,3,3,8,13,12,34
TrSC58v2_2625|rpsH,3,0,7,12,0,31
MSTRG.2560|SELENOI,2,3,4,7,8,20
TrSC58v2_2626|SELENOI,1,0,1,5,6,18
MSTRG.2561|ILA,15,14,53,67,64,161
TrSC58v2_2627|ILA,11,11,47,54,43,148
MSTRG.2562|PWP2,11,9,15,34,27,117
TrSC58v2_2628|PWP2,10,7,13,8,25,69
MSTRG.2563|TRSC58_04973,11,9,33,62,35,162
TrSC58v2_2629|TRSC58_04973,8,8,28,51,30,147
MSTRG.2564|TRSC58_06811,11,18,13,49,43,132
TrSC58v2_2630|TRSC58_06811,0,13,9,39,39,122
MSTRG.2566|TRSC58_06437,5,7,13,28,12,53
TrSC58v2_2632|TRSC58_06437,4,5,11,21,9,43
MSTRG.2568|TRSC58_03436,2,16,8,44,16,67
TrSC58v2_2634|TRSC58_03436,2,1,10,38,14,54
MSTRG.2569|ppi1,4,10,10,16,12,54
TrSC58v2_2635|ppi1,1,1,9,14,8,42
MSTRG.2570|TUN,5,12,12,13,14,49
TrSC58v2_2636|TUN,4,11,9,12,12,46
MSTRG.2571|C4B63_4g216,4,3,8,27,9,42
TrSC58v2_2637|C4B63_4g216,0,3,7,23,7,38
MSTRG.2572|arcA,4,8,0,6,5,16
TrSC58v2_2638|arcA,0,1,0,5,0,14
MSTRG.2573|TRSC58_04786,4,9,9,12,10,57
TrSC58v2_2639|TRSC58_04786,0,6,7,10,7,3
MSTRG.2574|UTP22,13,16,33,45,24,89
TrSC58v2_2640|UTP22,10,14,26,36,21,82
MSTRG.2578|TRSC58_05058,8,10,11,19,8,49
TrSC58v2_2644|TRSC58_05058,0,8,10,15,0,39
MSTRG.2582|DYNLRB2,7,2,3,5,0,16
TrSC58v2_2648|DYNLRB2,6,2,2,4,0,13
MSTRG.2583|TcBrA4_0083830,5,9,10,11,13,88
TrSC58v2_2649|TcBrA4_0083830,5,0,9,9,2,3
MSTRG.2584|C3747_150g63,5,11,19,23,7,51
TrSC58v2_2650|C3747_150g63,3,10,0,19,6,43
MSTRG.2586|TRSC58_01271,5,5,10,15,11,29
TrSC58v2_2652|TRSC58_01271,0,3,0,13,8,27
MSTRG.2587|VCL1,5,3,13,4,29,93
TrSC58v2_2653|VCL1,4,1,10,0,23,0
MSTRG.2588|Prkx,5,3,7,5,7,64
TrSC58v2_2654|Prkx,4,1,5,4,2,4
MSTRG.2589,3,0,8,31,14,83
MSTRG.2591|ANKRA2,8,4,22,18,9,52
TrSC58v2_2656|ANKRA2,1,0,0,0,0,2
MSTRG.2592|trm4b,8,16,18,20,11,69
TrSC58v2_2657|trm4b,5,0,13,15,11,4
MSTRG.2593|Zfand2b,10,0,3,19,3,11
TrSC58v2_2658|Zfand2b,0,0,3,1,0,10
MSTRG.2594|RAB5A,3,6,12,15,7,33
TrSC58v2_2659|RAB5A,3,1,11,13,6,31
MSTRG.2595|BCY84_18817,7,11,75,44,36,89
TrSC58v2_2660|BCY84_18817,6,10,0,37,31,71
MSTRG.2596|LUL3,25,5,13,25,22,35
TrSC58v2_2661|LUL3,3,2,12,7,19,31
MSTRG.2597|TRSC58_01717,2,0,0,6,1,18
TrSC58v2_2662|TRSC58_01717,2,0,0,5,1,15
MSTRG.2599|TRSC58_06074,7,4,16,35,13,55
TrSC58v2_2664|TRSC58_06074,5,3,0,26,11,51
MSTRG.2600|TcG_06041,4,0,5,10,5,36
TrSC58v2_2665|TcG_06041,0,0,4,7,3,26
MSTRG.2601|C4B63_4g257,2,0,5,5,4,14
TrSC58v2_2666|C4B63_4g257,2,0,0,0,3,12
MSTRG.2602|YHR020W,3,9,22,57,28,98
TrSC58v2_2667|YHR020W,2,7,20,52,24,86
MSTRG.2604|TRSC58_05425,7,4,2,2,2,7
TrSC58v2_2669|TRSC58_05425,0,3,1,1,1,6
MSTRG.2606|Nop17l,8,4,5,6,11,140
TrSC58v2_2671|Nop17l,0,3,4,6,8,3
MSTRG.2607|TRSC58_04528,11,8,8,8,5,24
TrSC58v2_2672|TRSC58_04528,3,0,0,6,0,19
MSTRG.2608|SLC25A11,13,3,15,16,10,28
TrSC58v2_2673|SLC25A11,0,0,14,0,1,24
MSTRG.2609|TRSC58_05318,5,3,12,6,10,18
TrSC58v2_2674|TRSC58_05318,0,3,9,5,8,14
MSTRG.2610|Tc_MARK_4971,4,4,12,16,16,29
TrSC58v2_2675|Tc_MARK_4971,0,4,11,14,13,22
MSTRG.2613|TRSC58_02539,4,6,8,7,9,44
TrSC58v2_2677|TRSC58_02539,3,5,7,5,8,38
MSTRG.2612,7,15,9,51,21,67
MSTRG.2615|TRSC58_02636,8,5,8,12,2,42
TrSC58v2_2678|TRSC58_02636,0,0,2,11,1,26
MSTRG.2616|TRSC58_00452,5,9,8,23,25,56
TrSC58v2_2680|TRSC58_00452,5,7,1,21,20,48
MSTRG.2617,25,18,26,96,51,176
MSTRG.2618|LAMA2,4,4,18,21,11,38
TrSC58v2_2681|LAMA2,3,3,14,18,9,26
MSTRG.2619|HSP70-14,12,28,14,61,38,114
TrSC58v2_2682|HSP70-14,6,26,21,54,33,105
MSTRG.2620|pdhA,4,30,32,32,23,57
TrSC58v2_2683|pdhA,3,0,1,26,19,49
MSTRG.2621|TRSC58_01088,6,4,7,11,6,15
TrSC58v2_2684|TRSC58_01088,5,0,6,0,5,12
MSTRG.2622|RPL34,28,35,44,59,29,199
TrSC58v2_2685|RPL34,22,20,35,46,26,156
MSTRG.2624|APUM5,1,4,5,4,0,14
TrSC58v2_2687|APUM5,1,4,3,0,0,12
MSTRG.2625|slr0093,11,9,10,20,8,56
TrSC58v2_2688|slr0093,9,7,9,17,5,45
MSTRG.2626|LPCAT2,4,8,14,15,6,32
TrSC58v2_2689|LPCAT2,1,0,3,0,5,35
MSTRG.2627|TRSC58_01190,6,5,34,3,37,2
TrSC58v2_2690|TRSC58_01190,5,4,23,68,32,125
MSTRG.2629|Dync2i1,6,4,18,30,14,44
TrSC58v2_2692|Dync2i1,5,3,15,26,13,41
MSTRG.2630|TRSC58_00609,1,3,10,8,10,9
TrSC58v2_2693|TRSC58_00609,1,3,8,1,9,9
MSTRG.2631|TRSC58_02585,12,4,4,33,20,37
TrSC58v2_2694|TRSC58_02585,0,1,0,1,2,33
MSTRG.2632|NDUS1,3,0,7,16,6,61
TrSC58v2_2695|NDUS1,0,0,5,14,5,3
MSTRG.2635|H1B,3,8,18,31,25,60
TrSC58v2_2698|H1B,3,6,15,27,20,73
MSTRG.2636|H1B,2,9,24,32,15,39
TrSC58v2_2699|H1B,2,0,1,1,13,49
MSTRG.2637|H1B,3,5,17,23,24,58
TrSC58v2_2701|H1B,3,4,14,20,18,54
MSTRG.2638|KIN14M,7,9,19,46,18,57
TrSC58v2_2702|KIN14M,5,6,17,37,16,40
MSTRG.2640|DQ04_00591180,2,0,13,20,22,37
TrSC58v2_2704|DQ04_00591180,1,0,2,3,0,1
MSTRG.2643|SEC22B,2,0,9,15,12,18
TrSC58v2_2706|SEC22B,1,0,8,3,2,15
MSTRG.2644|KIF3B,3,8,14,19,22,95
TrSC58v2_2707|KIF3B,0,0,10,17,17,2
MSTRG.2645|Noc2l,18,18,28,43,18,39
TrSC58v2_2708|Noc2l,0,0,20,2,15,36
MSTRG.2646|TRSC58_00585,8,0,0,11,12,11
TrSC58v2_2709|TRSC58_00585,1,0,0,1,1,10
MSTRG.2648|TcG_08505,6,3,12,0,6,18
TrSC58v2_2711|TcG_08505,1,2,2,0,2,17
MSTRG.2649|dnaJ,5,6,4,23,15,50
TrSC58v2_2712|dnaJ,0,5,0,20,13,47
MSTRG.2655|TRSC58_00942,2,0,1,6,10,8
TrSC58v2_2718|TRSC58_00942,0,0,1,1,1,7
MSTRG.2657,10,11,13,30,16,69
MSTRG.2658|SA85-1.1,26,19,45,45,43,195
TrSC58v2_2720|SA85-1.1,2,10,27,44,17,85
MSTRG.2658,41,70,106,180,152,456
TrSC58v2_2721|SA85-1.1,6,13,18,29,29,129
MSTRG.3262|pyrC,2,0,7,10,4,32
TrSC58v2_3362|pyrC,0,0,1,0,0,5
MSTRG.3260|ura1,24,27,44,86,60,189
TrSC58v2_3361|ura1,17,21,38,73,53,176
MSTRG.3264|ura1,2,4,8,10,7,25
TrSC58v2_3364|ura1,0,3,3,10,2,23
MSTRG.3263|pyrFE,6,7,12,22,19,42
TrSC58v2_3363|pyrFE,5,5,9,21,17,37
MSTRG.3265|pyr4,2,3,3,2,2,16
TrSC58v2_3365|pyr4,2,2,0,0,0,1
MSTRG.3269|Tc_MARK_8794,7,12,15,37,12,38
TrSC58v2_3369|Tc_MARK_8794,6,11,14,3,11,36
MSTRG.3270|rplQ,7,3,0,24,6,30
TrSC58v2_3370|rplQ,0,1,0,1,5,27
MSTRG.3271|tif11,12,16,12,28,17,50
TrSC58v2_3371|tif11,1,1,11,23,14,41
MSTRG.3272|Asf1a,4,9,9,15,11,20
TrSC58v2_3372|Asf1a,0,1,10,17,1,22
MSTRG.3274|pgl,3,7,11,21,5,24
TrSC58v2_3374|pgl,1,0,8,2,4,19
MSTRG.3382|TcYC6_0021960,3,9,12,8,11,20
TrSC58v2_3480|TcYC6_0021960,1,2,3,7,3,21
MSTRG.3387|ccp1,18,0,3,7,10,18
TrSC58v2_3485|ccp1,14,0,3,6,1,16
TrSC58v2_3481|C3747_80g28,0,0,0,0,0,0
MSTRG.3383|C3747_80g28,0,0,0,0,0,12
TrSC58v2_3483|TRSC58_02631,0,0,0,0,0,6
MSTRG.3385|TRSC58_02631,0,0,8,0,9,8
MSTRG.3384|TcG_04911,7,5,12,10,13,15
TrSC58v2_3482|TcG_04911,5,1,1,9,11,13
MSTRG.3386|wdr24,5,12,5,10,11,23
TrSC58v2_3484|wdr24,0,10,4,7,8,21
MSTRG.3389|Traf3ip1,11,12,10,46,14,70
TrSC58v2_3487|Traf3ip1,8,8,8,9,13,66
MSTRG.3390|Nek1,5,8,15,28,14,51
TrSC58v2_3488|Nek1,4,6,12,20,10,43
MSTRG.3391|betA,9,9,14,28,9,33
TrSC58v2_3489|betA,0,6,12,2,7,29
MSTRG.3393|TcG_04901,5,8,12,3,2,40
TrSC58v2_3491|TcG_04901,4,0,0,0,1,1
MSTRG.3394|Tc_MARK_5179,5,10,16,24,25,56
TrSC58v2_3492|Tc_MARK_5179,1,0,13,19,1,51
MSTRG.3395|Ctl1,3,5,6,13,11,29
TrSC58v2_3493|Ctl1,0,4,4,11,10,26
MSTRG.3396|Ddx39a,9,12,43,35,34,106
TrSC58v2_3494|Ddx39a,8,11,39,32,32,84
MSTRG.3397|C3747_80g43,11,5,3,17,10,22
TrSC58v2_3495|C3747_80g43,0,4,3,0,2,20
MSTRG.3398|RPS11,37,34,45,66,39,215
TrSC58v2_3496|RPS11,30,1,40,55,35,182
MSTRG.3400|TRSC58_04544,5,9,5,10,5,17
TrSC58v2_3498|TRSC58_04544,0,0,5,8,4,16
MSTRG.3399|TcBrA4_0045440,9,20,18,23,17,55
TrSC58v2_3497|TcBrA4_0045440,9,14,15,22,15,51
MSTRG.3401|TRSC58_05235,3,4,13,18,23,65
TrSC58v2_3499|TRSC58_05235,0,0,13,15,21,53
MSTRG.3402|Tc_MARK_5173,5,13,16,13,11,28
TrSC58v2_3500|Tc_MARK_5173,1,3,1,10,10,24
MSTRG.3403|TRSC58_04241,5,2,2,20,25,35
TrSC58v2_3501|TRSC58_04241,5,1,1,4,3,33
MSTRG.3404|TRSC58_02637,2,20,49,93,45,125
TrSC58v2_3502|TRSC58_02637,1,18,44,2,39,110
MSTRG.3406|Prmt5,4,4,14,3,14,13
TrSC58v2_3504|Prmt5,3,0,12,3,11,11
MSTRG.3407|cyb5d1,2,7,6,5,0,19
TrSC58v2_3505|cyb5d1,1,1,5,0,0,18
MSTRG.3410|C3747_117g87,3,9,6,3,8,22
TrSC58v2_3508|C3747_117g87,1,0,1,0,1,21
MSTRG.3411|Zdhhc16,3,1,8,7,11,23
TrSC58v2_3509|Zdhhc16,3,1,0,6,10,19
MSTRG.3414|TRSC58_05345,4,4,11,14,7,42
TrSC58v2_3512|TRSC58_05345,0,3,2,2,5,36
MSTRG.3413,0,0,0,0,0,85
MSTRG.3413|TM35_000481570,11,8,5,8,15,14
TrSC58v2_3511|TM35_000481570,0,6,4,6,10,18
MSTRG.3416|VhaSFD,11,8,18,18,30,67
TrSC58v2_3514|VhaSFD,9,6,17,14,26,60
MSTRG.3415|TRSC58_03057,5,11,52,66,36,136
TrSC58v2_3513|TRSC58_03057,4,8,1,38,31,129
MSTRG.3417|Smc4,7,11,23,19,31,61
TrSC58v2_3515|Smc4,6,9,20,16,29,52
MSTRG.3418|TRSC58_07491,3,2,10,5,6,16
TrSC58v2_3516|TRSC58_07491,2,1,8,1,5,16
MSTRG.3419|TcYC6_0021650,4,3,4,2,6,9
TrSC58v2_3517|TcYC6_0021650,0,1,0,1,0,9
TrSC58v2_2731|PIP5K8,0,0,12,29,25,39
MSTRG.2666|PIP5K8,0,0,18,33,28,45
TrSC58v2_2738|Tc_MARK_4652,0,0,1,6,0,2
MSTRG.2673|Tc_MARK_4652,0,0,12,7,16,27
TrSC58v2_2740|TRSC58_04478,0,0,0,0,3,13
MSTRG.2675|TRSC58_04478,0,0,24,0,11,15
TrSC58v2_2744|Os08g0109300,0,0,0,0,0,13
MSTRG.2679|Os08g0109300,0,4,8,7,0,14
MSTRG.2687|TRSC58_02904,0,0,0,8,5,19
MSTRG.2688|TRSC58_00372,0,16,0,0,4,13
MSTRG.2690|TRSC58_06075,0,2,18,27,2,53
MSTRG.2694|Tc_MARK_277,0,10,13,13,18,42
MSTRG.2706|coaE,0,8,5,4,0,26
TrSC58v2_2773|MAM33,0,0,0,0,1,1
MSTRG.2711|MAM33,0,0,4,0,4,10
TrSC58v2_2774|FPR1,0,1,3,1,0,7
MSTRG.2713|FPR1,0,1,3,4,4,8
TrSC58v2_2775|NIP3-1,0,0,2,2,3,24
MSTRG.2714|NIP3-1,0,5,3,6,4,30
TrSC58v2_2780|mak16l,0,0,5,1,9,18
MSTRG.2719|mak16l,0,2,7,23,11,21
TrSC58v2_2784|SPAC25A8.03c,0,0,1,4,3,2
MSTRG.2723|SPAC25A8.03c,0,4,1,5,3,29
TrSC58v2_2789|TRSC58_06339,0,0,4,9,18,28
MSTRG.2728|TRSC58_06339,0,4,6,11,19,30
MSTRG.2739|lsm7,0,0,0,0,0,2
MSTRG.2747|Cep104,0,0,23,31,16,114
TrSC58v2_2817|HHF1,0,0,0,0,0,0
TrSC58v2_2817.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2818|HHF1,0,0,0,0,0,0
TrSC58v2_2818.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2819|HHF1,0,0,0,0,0,0
TrSC58v2_2819.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2820|HHF1,0,0,0,0,0,0
TrSC58v2_2820.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2821|HHF1,0,0,0,0,0,0
TrSC58v2_2821.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2822|HHF1,0,0,0,0,0,0
TrSC58v2_2822.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2823|HHF1,0,0,0,0,0,0
TrSC58v2_2823.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2824|HHF1,0,0,0,0,0,0
TrSC58v2_2824.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2825|HHF1,0,0,0,0,0,0
TrSC58v2_2825.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2826|HHF1,0,0,0,0,0,0
TrSC58v2_2826.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2827|HHF1,0,0,0,0,0,0
TrSC58v2_2827.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2828|HHF1,0,0,0,0,0,0
TrSC58v2_2828.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2829|HHF1,0,0,0,0,0,0
TrSC58v2_2829.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2830|HHF1,0,0,0,0,0,0
TrSC58v2_2830.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2831|HHF1,0,0,0,0,0,0
TrSC58v2_2831.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2832|HHF1,0,0,0,0,0,0
TrSC58v2_2832.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2833|HHF1,0,0,0,0,0,0
TrSC58v2_2833.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2834|HHF1,0,0,0,0,0,0
TrSC58v2_2834.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2835|HHF1,0,0,0,0,0,0
TrSC58v2_2835.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2836|HHF1,0,0,0,0,0,0
TrSC58v2_2836.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2837|HHF1,0,0,0,0,0,0
TrSC58v2_2837.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2838|HHF1,0,0,0,0,0,0
TrSC58v2_2838.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2839|HHF1,0,0,0,0,0,0
TrSC58v2_2839.t1.e1|HHF1,0,0,0,0,0,0
TrSC58v2_2840|HHF1,0,0,0,0,0,0
TrSC58v2_2840.t1.e1|HHF1,0,0,0,0,0,0
MSTRG.2759|SPAC22G7.10,0,7,0,23,2,57
MSTRG.2765|TRSC58_05723,0,4,3,11,7,13
MSTRG.2767|TRSC58_01486,0,0,13,11,9,47
MSTRG.2770,0,35,0,165,0,338
MSTRG.2779,0,3,21,14,7,57
MSTRG.2780|GP85,0,7,4,2,5,16
MSTRG.2784|TRSC58_03483,0,5,29,25,9,53
MSTRG.2786|C3747_187g22,0,4,4,6,0,30
MSTRG.2787|TRSC58_01890,0,15,5,15,5,34
MSTRG.2790|TcYC6_0003510,0,4,9,13,7,41
TrSC58v2_2889|dnj-1,0,0,6,5,3,18
MSTRG.2803|dnj-1,0,0,8,6,16,19
TrSC58v2_2893|TcYC6_0004900,0,0,0,2,0,14
MSTRG.2807|TcYC6_0004900,0,0,0,3,0,15
TrSC58v2_2900,0,0,0,0,0,1
MSTRG.2814,0,0,0,0,0,3
MSTRG.2818|SET5,0,7,8,29,10,50
MSTRG.2819|TRSC58_03631,0,0,12,16,15,77
MSTRG.2822|TRSC58_04487,0,13,23,30,8,74
MSTRG.2824|caf17,0,0,8,6,11,24
MSTRG.2831,0,0,16,0,0,95
MSTRG.2835|TRSC58_05534,0,8,5,3,6,36
MSTRG.2837|TRSC58_05606,0,0,7,3,8,51
MSTRG.2839|TcCL_ESM02873,0,6,0,21,7,24
MSTRG.2842|preg,0,3,10,8,14,50
MSTRG.2848|cyp3,0,0,0,5,0,50
MSTRG.2865|hmgB,0,19,31,27,8,77
MSTRG.2866|ube2c,0,0,0,7,19,12
MSTRG.2867|TRSC58_01600,0,0,2,9,5,26
MSTRG.2868|GDE1,0,9,12,11,10,26
MSTRG.2895|C3747_42g162,0,10,8,4,10,17
MSTRG.2897|TRSC58_04521,0,0,23,0,8,15
MSTRG.2898|TRSC58_01105,0,3,5,11,5,11
MSTRG.2902|RWA1,0,14,13,23,21,22
MSTRG.2904|TRSC58_03365,0,7,12,0,4,66
MSTRG.2905|Efhc1,0,30,51,59,35,131
MSTRG.2907,0,0,0,46,25,48
MSTRG.2907|nsa2,0,5,8,8,6,19
MSTRG.2908|TcYC6_0121800,0,5,8,4,5,14
MSTRG.2911|SEC23,0,7,30,39,40,90
MSTRG.2912|TRSC58_05049,0,0,11,18,8,52
MSTRG.2916|mapk15,0,0,15,9,13,45
MSTRG.2917|ufd1,0,9,40,29,35,75
MSTRG.2919|CSN4,0,4,12,8,12,88
MSTRG.2921|TRSC58_05127,0,0,11,32,16,73
MSTRG.2926|TRSC58_03073,0,7,0,8,6,19
MSTRG.2929|mcfE,0,0,8,19,0,35
MSTRG.2930|TRSC58_02164,0,16,9,6,5,27
MSTRG.2934|MP3,0,0,12,7,5,10
MSTRG.2937|TRSC58_02667,0,0,12,13,15,40
MSTRG.2938|Rfc3,0,7,0,26,16,48
MSTRG.2942|Prep,0,7,16,38,16,108
MSTRG.2943|HAL,0,0,10,15,7,43
MSTRG.2950|TRSC58_00160,0,4,11,10,10,16
MSTRG.2954|TcBrA4_0012110,0,0,5,0,7,8
MSTRG.2956|TRSC58_06258,0,0,5,17,23,26
MSTRG.2958|TRSC58_05348,0,2,5,0,0,27
MSTRG.2959|bdf1,0,8,7,10,0,31
MSTRG.2960|TcYC6_0121280,0,8,11,2,0,20
MSTRG.2962|TRSC58_02903,0,6,12,31,20,48
MSTRG.2964|Tc_MARK_6106,0,12,0,18,12,29
MSTRG.2966|TRSC58_04577,0,0,8,0,0,15
MSTRG.2659|TcCL_ESM09199,1,5,7,6,8,22
TrSC58v2_2724|TcCL_ESM09199,1,1,1,6,2,10
MSTRG.2660|C3747_90g177,5,4,9,11,7,22
TrSC58v2_2725|C3747_90g177,4,3,8,12,8,24
TrSC58v2_2726|TcCL_ESM10058,29,13,48,73,43,196
MSTRG.2661|TcCL_ESM10058,23,15,45,59,50,205
TrSC58v2_2727|TcCL_ESM07279,25,17,43,121,66,261
MSTRG.2662|TcCL_ESM07279,22,19,39,108,53,243
MSTRG.2663|TRSC58_01795,20,0,0,36,5,27
TrSC58v2_2728|TRSC58_01795,1,0,0,2,4,21
MSTRG.2664|TRSC58_04780,3,4,8,13,4,41
TrSC58v2_2729|TRSC58_04780,0,0,6,10,0,33
MSTRG.2665|Acad10,8,8,7,41,11,56
TrSC58v2_2730|Acad10,6,6,5,33,8,48
MSTRG.2667|TcYC6_0066940,2,0,0,3,4,21
TrSC58v2_2732|TcYC6_0066940,1,0,0,3,3,17
MSTRG.2668|TRSC58_02343,7,4,14,35,18,64
TrSC58v2_2733|TRSC58_02343,5,4,12,3,15,53
MSTRG.2669|TRSC58_02343,17,4,20,50,22,80
TrSC58v2_2734|TRSC58_02343,16,4,17,2,18,67
MSTRG.2670|TRSC58_02343,10,4,15,35,18,66
TrSC58v2_2735|TRSC58_02343,7,4,12,1,15,55
MSTRG.2671|TRSC58_02343,3,1,19,13,10,30
TrSC58v2_2736|TRSC58_02343,3,1,14,11,9,29
MSTRG.2672|Klhdc4,5,14,13,25,23,68
TrSC58v2_2737|Klhdc4,4,13,10,22,20,57
MSTRG.2674|PEX6,6,3,13,19,15,53
TrSC58v2_2739|PEX6,4,0,10,12,12,42
MSTRG.2676|Ddx55,8,8,9,10,3,58
TrSC58v2_2741|Ddx55,0,6,7,8,2,44
MSTRG.2677|TRSC58_05434,3,4,5,12,3,21
TrSC58v2_2742|TRSC58_05434,0,0,0,10,3,18
MSTRG.2678|rmt1,4,0,6,22,6,18
TrSC58v2_2743|rmt1,3,0,1,1,5,0
MSTRG.2680|mrpl10,4,6,33,19,8,53
TrSC58v2_2745|mrpl10,0,5,1,4,1,9
MSTRG.2681|MYO2,4,4,3,20,11,19
TrSC58v2_2746|MYO2,0,3,2,16,10,16
MSTRG.2682,18,13,91,175,65,275
MSTRG.2683|GP85,9,15,53,56,50,227
TrSC58v2_2747|GP85,7,14,40,48,25,38
MSTRG.2684,8,9,8,22,10,74
MSTRG.2685|gp63,11,11,22,32,18,67
