gene_id,SRR21831518,SRR21831519,SRR21831520,SRR21837144,SRR21837145,SRR21837146
MSTRG.4479|TRSC58_04385,6,5,10,18,17,67
TrSC58v2_4597|TRSC58_04385,5,4,8,13,19,52
MSTRG.4481|XPO7,14,3,12,42,31,164
TrSC58v2_4599|XPO7,10,2,10,38,27,8
MSTRG.4482|DOHH,11,12,10,10,11,47
TrSC58v2_4600|DOHH,1,1,8,9,8,40
MSTRG.4484|KATIP,7,15,18,8,13,11
TrSC58v2_4602|KATIP,0,11,14,6,10,10
MSTRG.4487|TcYC6_0085960,37,14,165,20,50,243
TrSC58v2_4605|TcYC6_0085960,5,10,23,15,13,107
MSTRG.4488|HCC1,8,13,21,31,12,49
TrSC58v2_4606|HCC1,7,3,2,1,0,41
MSTRG.4489|TcG_04707,3,5,10,15,4,12
TrSC58v2_4607|TcG_04707,0,0,1,14,3,11
MSTRG.4492|C3747_126g144,3,10,12,24,2,32
TrSC58v2_4609|C3747_126g144,2,9,2,22,2,30
MSTRG.4491,34,27,32,68,50,265
MSTRG.4493|TRSC58_00811,6,20,22,3,13,25
TrSC58v2_4612|TRSC58_00811,0,0,0,2,11,21
TrSC58v2_4613|TRSC58_03821,3,0,9,5,5,14
MSTRG.4494|TRSC58_03821,2,5,12,6,5,16
MSTRG.4495|DQ04_15361000,6,9,16,11,13,30
TrSC58v2_4614|DQ04_15361000,1,9,1,10,11,24
MSTRG.4497|TRSC58_03844,4,14,19,93,18,77
TrSC58v2_4616|TRSC58_03844,3,10,15,2,16,72
MSTRG.4498|Slc66a2,8,6,17,10,12,37
TrSC58v2_4617|Slc66a2,7,5,15,9,10,33
MSTRG.4500|nek9,9,24,26,71,26,106
TrSC58v2_4619|nek9,7,20,23,65,21,99
MSTRG.4502|ulp1,5,0,11,17,14,49
TrSC58v2_4620|ulp1,4,0,8,12,12,44
MSTRG.4503|TRSC58_00896,3,6,6,2,2,25
TrSC58v2_4621|TRSC58_00896,1,2,6,2,1,22
MSTRG.4504|BSU1,11,7,16,37,30,63
TrSC58v2_4622|BSU1,8,6,13,28,27,57
MSTRG.4505|Camk1,14,5,10,27,13,33
TrSC58v2_4623|Camk1,12,4,7,18,11,24
MSTRG.4506|TRSC58_05562,8,24,21,33,19,120
TrSC58v2_4624|TRSC58_05562,7,17,19,34,17,97
MSTRG.4507|Tc_MARK_6419,5,8,22,14,5,34
TrSC58v2_4625|Tc_MARK_6419,2,0,4,12,5,30
MSTRG.4508|DQ04_05181030,3,0,6,8,0,21
TrSC58v2_4626|DQ04_05181030,2,0,1,2,0,19
MSTRG.4509|TcYC6_0086230,4,4,31,24,9,47
TrSC58v2_4627|TcYC6_0086230,0,0,1,0,7,0
MSTRG.4510|PF10_0343,10,7,8,13,10,42
TrSC58v2_4628|PF10_0343,7,0,7,11,10,37
MSTRG.4511|PF10_0343,3,10,6,28,17,46
TrSC58v2_4629|PF10_0343,0,7,4,20,11,39
MSTRG.4512,6,4,14,18,7,43
MSTRG.4513|TRSC58_01403,9,8,15,16,18,60
TrSC58v2_4630|TRSC58_01403,7,6,10,13,14,48
MSTRG.4514|Arfrp1,7,0,5,11,4,61
TrSC58v2_4631|Arfrp1,0,0,4,10,2,2
MSTRG.4516|Yipf7,7,3,11,6,20,23
TrSC58v2_4633|Yipf7,1,2,9,0,17,21
MSTRG.4517|TRSC58_00943,12,9,22,18,19,98
TrSC58v2_4634|TRSC58_00943,0,0,15,16,0,3
MSTRG.4518|RpL38,16,11,22,59,20,123
TrSC58v2_4635|RpL38,4,11,20,49,14,97
MSTRG.4519|TRSC58_06890,10,3,9,22,9,25
TrSC58v2_4636|TRSC58_06890,9,0,7,19,7,19
MSTRG.4520|MIMI_R141,4,7,0,7,0,52
TrSC58v2_4637|MIMI_R141,3,2,0,6,0,49
MSTRG.4521|kynU,20,9,15,32,10,111
TrSC58v2_4638|kynU,0,1,11,28,8,5
MSTRG.4523|TRSC58_03828,8,3,39,16,20,66
TrSC58v2_4639|TRSC58_03828,6,3,37,12,22,57
MSTRG.4524,14,2,15,20,24,44
TrSC58v2_4640,3,2,1,0,1,9
TrSC58v2_4641|gp63,1,0,0,1,1,1
TrSC58v2_4641.t1.e1|gp63,0,0,0,0,1,0
TrSC58v2_4642|gp63,1,0,0,1,1,1
TrSC58v2_4642.t1.e1|gp63,0,0,0,1,1,0
TrSC58v2_4649|gp63,1,0,0,1,1,1
TrSC58v2_4649.t1.e1|gp63,0,0,0,1,1,1
MSTRG.4525|BCY84_04314,22,23,20,21,7,39
TrSC58v2_4657|BCY84_04314,0,0,9,0,6,32
MSTRG.4526|STXBP1,2,5,8,9,11,60
TrSC58v2_4660|STXBP1,1,4,6,9,9,55
MSTRG.4527|TRSC58_03325,11,8,11,16,12,66
TrSC58v2_4661|TRSC58_03325,0,6,9,14,1,60
MSTRG.4528|SPAC26A3.11,9,0,5,9,7,70
TrSC58v2_4662|SPAC26A3.11,0,0,0,8,5,8
MSTRG.4532|TRSC58_00164,2,10,8,4,4,10
TrSC58v2_4666|TRSC58_00164,1,2,2,0,0,9
MSTRG.4533|Smp_129340,10,2,12,22,23,91
TrSC58v2_4667|Smp_129340,9,2,9,18,21,2
MSTRG.4534|RPL35,12,17,29,62,44,167
TrSC58v2_4668|RPL35,10,15,22,45,37,145
MSTRG.4535|RPL35,9,14,23,51,29,137
TrSC58v2_4669|RPL35,8,12,18,41,23,92
MSTRG.4537|SCFD1,6,11,10,16,25,66
TrSC58v2_4671|SCFD1,5,8,8,11,23,56
MSTRG.4538|HERC1,16,11,24,78,52,155
TrSC58v2_4672|HERC1,13,10,19,63,65,141
MSTRG.4539|TcYC6_0086610,46,22,62,141,61,328
TrSC58v2_4673|TcYC6_0086610,36,20,55,124,54,262
MSTRG.4540|TcYC6_0086620,12,9,13,12,11,57
TrSC58v2_4674|TcYC6_0086620,9,7,12,9,9,54
MSTRG.4541|Pxmp4,3,5,4,8,13,44
TrSC58v2_4675|Pxmp4,2,1,4,7,3,39
MSTRG.4542|TRSC58_04488,6,1,5,4,8,32
TrSC58v2_4676|TRSC58_04488,0,1,0,3,6,29
MSTRG.4543|TRSC58_05091,4,11,4,16,10,46
TrSC58v2_4677|TRSC58_05091,0,9,0,1,3,42
MSTRG.4545|brcc3,3,5,8,5,1,17
TrSC58v2_4679|brcc3,0,0,0,6,1,4
MSTRG.4546|aurK,11,0,5,25,0,26
TrSC58v2_4680|aurK,0,0,4,0,0,23
MSTRG.4547|TcYC6_0087040,8,6,12,19,5,63
TrSC58v2_4681|TcYC6_0087040,0,5,1,17,5,52
MSTRG.4548|TRSC58_00209,11,5,8,15,16,25
TrSC58v2_4682|TRSC58_00209,1,0,7,12,2,36
MSTRG.4551|TRSC58_03712,21,16,47,83,48,190
TrSC58v2_4685|TRSC58_03712,18,14,32,71,37,178
MSTRG.4552|PIP5K8,6,0,11,35,15,44
TrSC58v2_4686|PIP5K8,5,0,8,2,13,40
MSTRG.4555|CDPK3,9,11,10,13,12,26
TrSC58v2_4689|CDPK3,1,10,8,12,0,18
MSTRG.4556|TRSC58_06326,4,15,43,39,17,92
TrSC58v2_4690|TRSC58_06326,0,13,1,32,15,71
MSTRG.4557|PPP3CA,6,4,23,16,10,38
TrSC58v2_4691|PPP3CA,4,3,1,14,1,34
MSTRG.4558|TRSC58_05795,2,10,18,6,12,29
TrSC58v2_4692|TRSC58_05795,2,8,16,5,9,24
MSTRG.4559|TRSC58_04882,6,5,24,21,13,86
TrSC58v2_4693|TRSC58_04882,5,4,20,19,12,76
MSTRG.4560|ddl,3,14,27,39,24,42
TrSC58v2_4694|ddl,2,1,2,30,0,35
MSTRG.4562|NEK5,5,5,8,18,12,28
TrSC58v2_4696|NEK5,4,4,6,15,3,29
MSTRG.4563|TRSC58_03523,5,8,11,7,7,34
TrSC58v2_4697|TRSC58_03523,1,7,1,6,6,27
MSTRG.4564|TcYC6_0086870,4,5,18,15,14,20
TrSC58v2_4698|TcYC6_0086870,0,6,2,3,1,24
MSTRG.4565|TcBrA4_0097350,21,9,19,35,24,98
TrSC58v2_4699|TcBrA4_0097350,15,12,14,31,28,116
MSTRG.4567,16,12,19,42,17,134
TrSC58v2_4700|TRSC58_05467,1,5,1,8,1,24
MSTRG.4568|TRSC58_05467,1,6,4,7,12,22
MSTRG.4569|NEK5,4,7,15,24,14,46
TrSC58v2_4701|NEK5,3,5,12,19,0,33
MSTRG.4570|TRSC58_03523,5,8,9,7,6,34
TrSC58v2_4702|TRSC58_03523,1,6,2,6,5,27
MSTRG.4571|C4B63_24g310,19,16,43,79,43,177
TrSC58v2_4703|C4B63_24g310,13,13,35,69,51,148
TrSC58v2_4704|TRSC58_05467,1,1,1,1,4,2
MSTRG.4567|TRSC58_05467,1,10,1,5,5,16
MSTRG.4566|NEK5,3,5,12,18,11,26
TrSC58v2_4705|NEK5,3,4,10,15,0,36
MSTRG.4574|TRSC58_02084,8,7,37,52,49,82
TrSC58v2_4707|TRSC58_02084,6,5,2,37,3,53
MSTRG.4576|hpxO,3,0,4,11,6,29
TrSC58v2_4709|hpxO,0,0,0,0,5,27
MSTRG.4577|VAMP714,4,4,18,0,6,8
TrSC58v2_4710|VAMP714,3,0,4,0,5,0
MSTRG.4579|TRSC58_02883,1,0,8,11,23,28
TrSC58v2_4712|TRSC58_02883,1,0,6,10,1,25
MSTRG.4580|TRSC58_05136,5,0,21,8,7,15
TrSC58v2_4713|TRSC58_05136,0,0,0,7,9,13
MSTRG.4581|TRSC58_01399,4,6,11,6,7,30
TrSC58v2_4714|TRSC58_01399,0,5,9,4,6,0
MSTRG.4582|TRSC58_00344,7,18,7,24,4,21
TrSC58v2_4715|TRSC58_00344,5,0,1,17,1,12
MSTRG.4583|TcYC6_0086710,9,5,20,49,17,61
TrSC58v2_4716|TcYC6_0086710,8,4,15,0,13,56
MSTRG.4584|GP85,5,10,7,13,7,21
TrSC58v2_4717|GP85,4,0,0,2,6,17
MSTRG.4593|TRSC58_04765,0,5,8,0,7,59
MSTRG.4610|TRSC58_06519,0,14,20,54,34,86
MSTRG.4612|TRSC58_06456,0,12,32,24,30,174
MSTRG.4641,0,3,6,7,9,30
MSTRG.4648|DQ04_01321030,0,10,6,4,4,10
MSTRG.4652,0,0,0,42,0,72
MSTRG.4653|TcYC6_0035980,0,5,2,13,7,18
MSTRG.4658|RBMS1,0,0,15,29,12,77
MSTRG.4660|gpi12,0,6,20,0,8,36
MSTRG.4661|TRSC58_04158,0,8,5,15,9,34
MSTRG.4663|TcYC6_0035890,0,10,38,38,15,70
MSTRG.4665|WDR74,0,12,4,18,16,39
TrSC58v2_4796|TRSC58_07112,0,1,10,15,12,35
MSTRG.4672|TRSC58_07112,0,4,9,17,14,43
TrSC58v2_4797|TvY486_1015550,0,0,5,6,11,12
MSTRG.4673|TvY486_1015550,0,0,6,6,11,12
MSTRG.4671,0,0,8,9,12,42
MSTRG.4676|SA85-1.1,0,0,0,1,4,4
MSTRG.4677|SA85-1.1,0,0,2,2,4,6
MSTRG.4688|TRSC58_03282,0,4,15,9,0,58
MSTRG.4689|TRSC58_01992,0,4,5,14,8,12
MSTRG.4692,88,139,249,340,171,859
MSTRG.4697|nxt-1,0,6,8,4,0,31
MSTRG.4705|PIBF1,0,8,30,24,48,90
MSTRG.4706,0,0,0,68,0,131
MSTRG.4708|deoC,0,0,29,3,8,17
MSTRG.4711|Kif27,0,6,16,41,15,58
MSTRG.4718,0,5,3,5,0,20
MSTRG.4719|mobA,0,4,0,40,11,19
MSTRG.4728|TcYC6_0045750,0,3,11,27,12,31
MSTRG.4729|ACADM,0,3,2,8,3,20
MSTRG.4730|Acadm,0,2,4,3,2,15
MSTRG.4735|TRSC58_01860,0,4,13,6,7,67
MSTRG.4742|DQ04_04511030,0,5,3,10,4,10
MSTRG.4744|PAQR4,0,4,13,14,4,11
MSTRG.4749|cln3,0,9,6,11,6,23
MSTRG.4590|gp63,97,117,182,247,168,709
MSTRG.4591,10,9,10,17,12,65
MSTRG.4592|TRSC58_04915,8,4,3,11,14,25
MSTRG.4594|At3g22480,21,17,24,14,14,130
MSTRG.4595|tyw3,4,0,23,12,4,71
MSTRG.4596|DDB_G0273453,21,22,32,46,45,190
MSTRG.4597|PAT17,9,34,15,16,23,89
MSTRG.4598|C3747_74g133,14,20,40,25,36,136
MSTRG.4599|TRSC58_00089,21,12,10,24,24,109
MSTRG.4600|Tc_MARK_9480,24,25,63,63,32,145
MSTRG.4601|CYC1,9,8,26,48,13,112
MSTRG.4602|pcrA,10,32,47,64,44,151
MSTRG.4603|DER2.2,4,15,30,45,12,104
MSTRG.4604|TRSC58_01707,5,8,0,9,12,26
MSTRG.4605|dusp22,6,8,11,17,13,40
MSTRG.4606|TcCL_NonESM04145,3,66,56,111,59,265
MSTRG.4607|TRSC58_05468,29,23,69,102,46,218
MSTRG.4608|TRSC58_04002,13,26,89,139,62,296
MSTRG.4609|TcYC6_0036390,8,4,19,16,25,79
MSTRG.4611|TRSC58_01665,11,36,45,30,7,65
MSTRG.4613|BSU1,7,8,41,28,19,113
MSTRG.4614|mon2,32,74,92,147,130,405
MSTRG.4615|Dpy30,4,4,4,6,7,14
MSTRG.4616|TRSC58_06899,17,14,56,115,75,236
MSTRG.4617|Ttc8,18,9,14,31,9,133
MSTRG.4618|rngB,10,13,25,64,26,100
MSTRG.4619|CDC14A,27,22,50,37,27,105
MSTRG.4620|TRSC58_06582,6,4,7,22,10,78
MSTRG.4621,8,20,20,46,44,120
MSTRG.4622|AFC3,24,13,78,63,54,331
MSTRG.4623|AFC3,15,6,38,42,18,171
MSTRG.4624|TRSC58_05776,21,12,12,42,18,126
MSTRG.4625|TRSC58_01884,14,6,25,83,63,152
MSTRG.4626|TRSC58_01447,9,18,29,36,45,115
MSTRG.4627|TRSC58_04077,2,4,21,35,21,58
MSTRG.4628|TcYC6_0036220,3,4,0,10,4,24
MSTRG.4629|ANKRA2,5,0,3,6,7,21
MSTRG.4630|CRYD,21,21,24,70,29,213
MSTRG.4631|TRSC58_00853,16,7,22,19,10,87
MSTRG.4632|TRSC58_01017,4,5,9,18,5,41
MSTRG.4633|C3747_74g86,9,9,25,42,17,213
MSTRG.4634|cdk-12,21,10,15,82,45,175
MSTRG.4635|C4B63_27g188,3,2,15,19,14,70
MSTRG.4636|nod,23,20,35,36,6,108
MSTRG.4637|TRSC58_05039,10,5,16,34,22,81
MSTRG.4638|TRSC58_03338,45,33,64,87,50,211
MSTRG.4639|TRSC58_02394,12,17,11,28,23,95
MSTRG.4640|TRSC58_04518,18,14,30,51,36,151
MSTRG.4642|Mcm4,33,4,62,54,32,139
MSTRG.4643|usp33,17,34,62,73,60,116
MSTRG.4644|HslU2,24,22,40,99,34,133
MSTRG.4645|vtc4,17,10,22,32,42,156
MSTRG.4646|CD047,16,12,19,44,31,117
MSTRG.4647|TcYC6_0036040,2,0,4,6,0,11
MSTRG.4649|chfr,36,29,50,79,30,233
MSTRG.4650|Kif4,16,9,37,21,34,85
MSTRG.4651|TRSC58_00405,20,29,39,64,38,186
MSTRG.4652|TRSC58_04897,4,4,11,12,24,8
MSTRG.4655|LAMB1,15,13,44,59,36,164
MSTRG.4654,5,7,63,61,29,183
MSTRG.4656,37,35,94,168,134,421
MSTRG.4657|DHX57,12,50,50,78,70,203
MSTRG.4659|Nthl1,4,4,16,26,11,40
MSTRG.4662|TRSC58_01467,16,9,31,48,34,115
MSTRG.4664,25,21,55,65,68,234
MSTRG.4666|TRSC58_02470,3,0,11,26,23,65
MSTRG.4668|TCNA,3,2,0,9,0,26
TrSC58v2_4794|TCNA,2,1,0,1,0,19
MSTRG.4667,4,10,7,11,12,54
MSTRG.4669|gp63,4,9,13,11,10,14
TrSC58v2_4795|gp63,3,7,9,8,7,10
MSTRG.4674|TvY486_0031820,24,8,10,27,12,79
TrSC58v2_4798|TvY486_0031820,2,6,11,25,11,59
MSTRG.4675|TcCL_Unassigned05098,2,6,9,9,8,21
TrSC58v2_4799|TcCL_Unassigned05098,1,6,9,9,8,20
MSTRG.4670,10,10,40,92,22,118
TrSC58v2_4805|GP85,1,0,0,0,0,1
TrSC58v2_4805.t1.e1|GP85,1,0,0,1,0,2
TrSC58v2_4806|GP85,1,0,1,0,0,1
TrSC58v2_4806.t1.e1|GP85,1,0,1,1,0,2
MSTRG.4678,2,6,8,23,7,36
MSTRG.4679|SA85-1.1,1,2,22,29,11,34
MSTRG.4680|sseA,30,6,22,43,21,109
MSTRG.4681|ATG8CL,6,2,6,12,9,33
MSTRG.4682|ATG8CL,6,2,7,13,9,36
MSTRG.4683|ATG8,4,5,7,20,8,40
MSTRG.4684|wdr-5.2,1,3,8,42,29,44
MSTRG.4685|uppS,6,0,18,15,13,40
MSTRG.4686|TRSC58_03410,4,8,8,5,7,5
MSTRG.4687|TRSC58_05681,4,0,12,18,8,37
MSTRG.4690|coq6,7,3,7,9,13,40
MSTRG.4691|BROM1,13,24,65,83,40,132
MSTRG.4692|TRSC58_02432,5,2,2,3,8,4
MSTRG.4692|PCO3,7,27,13,20,17,25
MSTRG.4693|TCSYLVIO_001918,4,23,16,26,19,43
MSTRG.4694|PDIL2-1,21,29,17,32,14,74
MSTRG.4695|PDIA4,3,10,28,50,17,88
MSTRG.4696|CBK1,2,4,8,4,13,35
MSTRG.4698|TRSC58_04539,4,14,37,9,21,37
MSTRG.4699|TRSC58_02199,4,8,11,11,3,27
MSTRG.4700|TRSC58_00021,17,0,35,44,12,118
MSTRG.4701|Wdr54,3,5,9,26,2,60
MSTRG.4702|TRSC58_05747,2,11,6,6,0,31
MSTRG.4703|TRSC58_03079,14,17,58,92,34,175
MSTRG.4704|TcCL_NonESM05571,11,0,5,18,23,37
MSTRG.4706|gp63,24,23,29,7,26,90
MSTRG.4707|TRSC58_02875,2,0,12,12,8,34
MSTRG.4709|TRSC58_05720,4,0,11,9,18,39
MSTRG.4710|Odad1,3,4,33,33,11,101
MSTRG.4712|Pinx1,9,0,8,40,7,44
MSTRG.4713|TRSC58_00966,8,8,15,10,3,45
MSTRG.4714|SMYD3,4,0,19,36,18,34
MSTRG.4715|TRSC58_05024,26,4,25,45,20,94
MSTRG.4716|RLP49,7,24,34,57,26,83
MSTRG.4717|TRSC58_04926,6,48,58,48,31,121
MSTRG.4720|Gfpt1,7,18,39,13,19,110
MSTRG.4721|OXR1,7,0,8,4,0,23
MSTRG.4722|fadH,7,8,0,19,15,31
MSTRG.4723|TRSC58_04430,5,19,25,29,25,85
MSTRG.4724|PTRH2,3,21,9,27,3,44
MSTRG.4725|PPM1B,22,30,27,79,41,127
MSTRG.4726|TRSC58_02670,7,4,3,4,5,27
MSTRG.4727|TRSC58_00432,9,7,41,56,41,182
MSTRG.4731|TLDC2,4,4,11,4,11,47
MSTRG.4732|PRMT7,21,31,54,109,54,186
MSTRG.4733,84,45,136,222,100,527
MSTRG.4733|DRTS,4,11,14,19,10,41
MSTRG.4734|TRSC58_00669,23,4,36,35,31,134
MSTRG.4736|PAH1,3,21,40,51,35,118
MSTRG.4737|TcYC6_0045830,6,12,16,17,17,30
MSTRG.4738|TRSC58_05284,45,28,47,56,43,230
MSTRG.4739|TRSC58_04236,15,40,49,73,37,183
MSTRG.4740|TRSC58_03108,14,2,20,44,15,136
MSTRG.4741|ROC1,8,4,13,12,12,33
MSTRG.4743|Tc_MARK_660,9,11,8,27,19,62
MSTRG.4745|TRSC58_00824,2,10,3,32,26,94
MSTRG.4746|C3747_54g180,17,0,22,54,41,126
MSTRG.4747|TRSC58_02803,10,30,38,45,3,78
MSTRG.4748|TRSC58_01859,3,14,35,84,15,192
MSTRG.4750|srr,5,3,2,10,7,47
MSTRG.4751|TAF14,20,23,19,22,23,114
MSTRG.4979|TRSC58_07193,7,9,30,38,23,147
TrSC58v2_5115|TRSC58_07193,6,7,23,33,18,2
MSTRG.4977,3,24,5,9,7,46
MSTRG.4980|Renbp,1,0,0,0,0,0
MSTRG.4981|Renbp,1,0,0,0,0,0
MSTRG.4982|Renbp,1,0,0,0,0,0
MSTRG.4983|Renbp,1,0,0,0,2,2
MSTRG.4986|TRSC58_06118,4,12,10,12,6,53
MSTRG.4985,4,9,23,27,27,92
MSTRG.4988|TcYC6_0075650,8,2,5,16,6,42
MSTRG.4989|TRSC58_01248,10,6,0,16,10,27
MSTRG.4990,30,23,31,64,63,226
MSTRG.4991|TRSC58_01402,4,0,10,7,11,35
MSTRG.4993|bipA,4,2,30,30,35,72
MSTRG.4995|TRSC58_05955,11,25,24,68,28,147
MSTRG.4996|TRSC58_00702,7,21,12,13,11,23
MSTRG.4997|Cpsf100,3,16,33,49,29,167
MSTRG.4998|TRSC58_06463,11,9,29,35,14,138
MSTRG.5143|Pikfyve,30,21,35,59,42,162
TrSC58v2_5284|Pikfyve,23,17,28,53,31,144
MSTRG.5145|TRSC58_00279,1,4,5,8,10,19
MSTRG.5144|SA85-1.1,12,10,21,26,13,76
MSTRG.4798|GP85,0,6,14,4,4,18
MSTRG.4799|gp63,0,2,4,0,0,19
TrSC58v2_4941|TRSC58_03744,0,0,0,1,0,9
MSTRG.4810|TRSC58_03744,0,4,0,7,0,12
TrSC58v2_4942|DQ04_05061020,0,0,9,9,2,17
MSTRG.4811|DQ04_05061020,0,0,10,9,8,19
MSTRG.4817|TRSC58_03599,0,4,21,16,24,53
MSTRG.4820|Tc_MARK_962,0,11,11,5,0,6
MSTRG.4831|LIG,0,15,33,19,14,71
MSTRG.4843,0,10,85,172,91,464
MSTRG.4844|RAB32,0,0,11,12,14,42
MSTRG.4849|TRSC58_06190,0,5,7,27,23,47
MSTRG.4858|TRSC58_03193,0,5,11,17,2,68
MSTRG.4862|C3747_4g42,0,6,21,17,13,74
MSTRG.4865|TcYC6_0056250,0,0,7,3,5,10
MSTRG.4868|TRSC58_04056,0,0,4,11,7,54
TrSC58v2_5003|TCSYLVIO_002314,0,0,0,15,17,2
MSTRG.4869|TCSYLVIO_002314,0,9,26,17,19,72
TrSC58v2_5005|Mcoln3,0,0,1,6,10,36
MSTRG.4871|Mcoln3,0,14,10,8,12,40
TrSC58v2_5011|PIF8,0,6,1,14,12,6
MSTRG.4877|PIF8,0,7,30,17,13,58
TrSC58v2_5012|TRSC58_02254,0,1,0,0,1,13
MSTRG.4878|TRSC58_02254,0,2,4,2,8,15
TrSC58v2_5013|TRSC58_00544,0,3,11,0,0,26
MSTRG.4879|TRSC58_00544,0,5,12,18,3,29
MSTRG.4881,0,0,88,0,0,0
TrSC58v2_5019|C3747_4g696,0,0,1,2,0,39
MSTRG.4884|C3747_4g696,0,4,33,33,24,53
TrSC58v2_5020,0,4,2,4,0,23
MSTRG.4885,0,6,2,5,4,26
MSTRG.4889,0,0,19,42,0,47
TrSC58v2_5025|GPXle-1,0,2,3,4,5,24
MSTRG.4889|GPXle-1,1,24,46,54,63,184
TrSC58v2_5031|TcBrA4_0106720,0,1,2,1,0,13
MSTRG.4894|TcBrA4_0106720,0,3,2,1,0,14
TrSC58v2_5037|SPHK1,0,7,0,6,7,1
MSTRG.4900|SPHK1,0,9,8,9,10,50
TrSC58v2_5041|EMC7,0,2,17,4,1,28
MSTRG.4904|EMC7,0,9,20,5,13,38
TrSC58v2_5053|At1g12620,0,0,0,1,3,17
MSTRG.4915|At1g12620,0,0,4,22,5,20
TrSC58v2_5066|ATP5MC2,0,2,9,13,11,41
MSTRG.4928|ATP5MC2,0,7,10,17,12,52
TrSC58v2_5067|TRSC58_05004,0,0,5,0,6,20
MSTRG.4929|TRSC58_05004,0,8,6,8,9,28
TrSC58v2_5079|CCNA2,0,1,1,6,1,22
MSTRG.4941|CCNA2,0,3,1,6,4,24
TrSC58v2_5081|CFIS2,0,0,0,0,7,2
MSTRG.4943|CFIS2,0,8,8,4,8,32
TrSC58v2_5082|TRSC58_03504,0,0,7,12,1,19
MSTRG.4944|TRSC58_03504,0,0,8,15,14,20
TrSC58v2_5089|SIR2rp1,0,2,2,6,9,29
MSTRG.4951|SIR2rp1,0,11,16,7,10,37
TrSC58v2_5092|GA22888,0,1,1,2,1,16
MSTRG.4954|GA22888,0,1,17,9,12,18
TrSC58v2_5108|TRSC58_00881,0,0,5,0,0,20
MSTRG.4971|TRSC58_00881,0,0,6,4,12,23
TrSC58v2_5110|TRSC58_06300,0,0,0,6,3,3
MSTRG.4973|TRSC58_06300,0,0,0,6,9,32
TrSC58v2_5114.t1.e1|TcCL_ESM08839,0,0,0,0,0,0
TrSC58v2_5114|TcCL_ESM08839,0,0,0,0,0,0
MSTRG.4794|TCNA,20,42,64,67,52,178
MSTRG.4795|TRSC58_00885,3,6,7,13,2,26
MSTRG.4796|TRSC58_06822,6,3,16,10,4,62
MSTRG.4797|TRSC58_07112,3,6,15,25,17,40
MSTRG.4800|SA85-1.1,3,0,13,10,7,36
MSTRG.4801|CYP19-2,11,44,38,25,13,101
MSTRG.4802|Rpf2,14,27,61,82,21,215
MSTRG.4803|TRSC58_00175,9,19,25,4,4,60
MSTRG.4804|TRSC58_02900,9,7,16,29,5,74
MSTRG.4805|TRSC58_04273,7,9,16,49,24,154
MSTRG.4806,30,72,125,155,116,473
MSTRG.4806|RPS28,43,20,74,71,75,340
MSTRG.4807|CDS1,11,22,20,19,4,111
MSTRG.4808|PRODH,12,22,27,77,20,103
MSTRG.4809|Thop1,13,13,65,94,86,198
MSTRG.4812|Ptges2,8,6,10,14,4,34
TrSC58v2_4943|Ptges2,0,5,0,1,3,28
MSTRG.4813|SA85-1.1,7,0,13,17,14,102
MSTRG.4814|TRSC58_04931,19,25,80,81,32,206
MSTRG.4815|FTB,17,8,32,16,15,164
MSTRG.4816|Acp5,2,0,5,14,15,53
MSTRG.4818|TcG_05815,7,7,32,13,11,102
MSTRG.4819|TcCL_NonESM13120,9,3,0,3,0,17
MSTRG.4821|TRSC58_03967,4,20,12,22,3,39
MSTRG.4822|RLF,5,9,22,14,11,91
MSTRG.4823|MORN1,36,39,87,91,61,401
MSTRG.4824|JEM1,4,6,26,53,27,93
MSTRG.4825|all2124,10,29,21,53,32,117
MSTRG.4826|TcG_05822,19,15,15,53,36,167
MSTRG.4827|TRSC58_04078,27,0,37,15,34,105
MSTRG.4828|Vbp1,17,27,22,38,15,196
MSTRG.4829|LSG1,12,18,31,64,43,166
MSTRG.4830|Tc_MARK_971,17,38,50,46,21,99
MSTRG.4832|TRSC58_04338,6,14,82,45,38,278
MSTRG.4833|TRSC58_03832,4,4,8,6,8,39
MSTRG.4834|TRSC58_03912,14,6,2,17,6,56
MSTRG.4835|TRSC58_01777,39,12,52,79,58,248
MSTRG.4836|TRSC58_01255,28,27,71,117,57,266
MSTRG.4837|TRSC58_03664,34,15,65,121,97,352
MSTRG.4838|SPBC3E7.11c,4,16,31,36,26,107
MSTRG.4839|Rab32,9,12,6,23,0,71
MSTRG.4840|slc38a6,6,13,29,26,13,112
MSTRG.4841|fab1,11,22,32,56,45,167
MSTRG.4843|HSP70,65,85,101,96,75,279
MSTRG.4845|nol10,9,4,28,48,11,124
MSTRG.4846|Tc_MARK_1013,22,38,68,137,76,288
MSTRG.4842|dtr,21,18,71,73,25,256
MSTRG.4847|dnaJ1,3,9,30,41,32,107
MSTRG.4848|TRSC58_06190,7,9,33,21,8,78
MSTRG.4850|TcYC6_0057350,4,32,33,33,26,130
MSTRG.4851|TRSC58_03011,7,11,16,9,11,57
MSTRG.4852|PUS6,9,11,13,28,15,72
MSTRG.4853|TRSC58_04243,8,7,29,15,12,90
MSTRG.4854|TRSC58_01672,11,3,28,32,21,124
MSTRG.4855|TCSYLVIO_002301,14,15,37,69,37,174
MSTRG.4856|IDLC,9,7,42,58,39,139
MSTRG.4857|TEP1,68,65,161,145,135,485
MSTRG.4859|TcCLB.508879.110,3,0,17,8,33,74
